symbol,reportingDate,returnOnAssets,returnOnEquity,freeCashFlowToAssets,freeCashFlowToEquity,operatingProfitMargin,netProfitMargin,payoutRatio
23,199401,,,,,,,
23,199402,,,,,,,
23,199403,,,,,,,
23,199404,,,,,,,
23,199405,,,,,,,
23,199406,,,,,,,
23,199407,,,,,,,
23,199408,,,,,,,
23,199409,,,,,,,
23,199410,,,,,,,
23,199411,,,,,,,
23,199412,,,,,,,
23,199501,,,,,,,
23,199502,,,,,,,
23,199503,,,,,,,
23,199504,,,,,,,
23,199505,,,,,,,
23,199506,,,,,,,
23,199507,,,,,,,
23,199508,,,,,,,
23,199509,,,,,,,
23,199510,,,,,,,
23,199511,,,,,,,
23,199512,,,,,,,
23,199601,,,,,,,
23,199602,,,,,,,
23,199603,,,,,,,
23,199604,,,,,,,
23,199605,,,,,,,
23,199606,,,,,,,
23,199607,,,,,,,
23,199608,,,,,,,
23,199609,,,,,,,
23,199610,,,,,,,
23,199611,,,,,,,
23,199612,,,,,,,
23,199701,,,,,,,
23,199702,,,,,,,
23,199703,,,,,,,
23,199704,,,,,,,
23,199705,,,,,,,
23,199706,,,,,,,
23,199707,,,,,,,
23,199708,,,,,,,
23,199709,,,,,,,
23,199710,,,,,,,
23,199711,,,,,,,
23,199712,,,,,,,
23,199801,,,,,,,
23,199802,,,,,,,
23,199803,,,,,,,
23,199804,,,,,,,
23,199805,,,,,,,
23,199806,,,,,,,
23,199807,,,,,,,
23,199808,,,,,,,
23,199809,,,,,,,
23,199810,,,,,,,
23,199811,,,,,,,
23,199812,,,,,,,
23,199901,,,,,,,
23,199902,,,,,,,
23,199903,,,,,,,
23,199904,,,,,,,
23,199905,,,,,,,
23,199906,,,,,,,
23,199907,,,,,,,
23,199908,,,,,,,
23,199909,,,,,,,
23,199910,,,,,,,
23,199911,,,,,,,
23,199912,,,,,,,
23,200001,,,,,,,
23,200002,,,,,,,
23,200003,,,,,,,
23,200004,,,,,,,
23,200005,,,,,,,
23,200006,,,,,,,
23,200007,,,,,,,
23,200008,,,,,,,
23,200009,,,,,,,
23,200010,,,,,,,
23,200011,,,,,,,
23,200012,,,,,,,
23,200101,,,,,,,
23,200102,,,,,,,
23,200103,,,,,,,
23,200104,,,,,,,
23,200105,,,,,,,
23,200106,,,,,,,
23,200107,,,,,,,
23,200108,,,,,,,
23,200109,,,,,,,
23,200110,,,,,,,
23,200111,,,,,,,
23,200112,,,,,,,
23,200201,,,,,,,
23,200202,,,,,,,
23,200203,,,,,,,
23,200204,,,,,,,
23,200205,,,,,,,
23,200206,,,,,,,
23,200207,,,,,,,
23,200208,,,,,,,
23,200209,,,,,,,
23,200210,,,,,,,
23,200211,,,,,,,
23,200212,,,,,,,
23,200301,,,,,,,
23,200302,,,,,,,
23,200303,,,,,,,
23,200304,,,,,,,
23,200305,,,,,,,
23,200306,,,,,,,
23,200307,,,,,,,
23,200308,,,,,,,
23,200309,,,,,,,
23,200310,,,,,,,
23,200311,,,,,,,
23,200312,,,,,,,
23,200401,,,,,,,
23,200402,,,,,,,
23,200403,,,,,,,
23,200404,,,,,,,
23,200405,,,,,,,
23,200406,,,,,,,
23,200407,,,,,,,
23,200408,,,,,,,
23,200409,,,,,,,
23,200410,,,,,,,
23,200411,,,,,,,
23,200412,,,,,,,
23,200501,,,,,,,
23,200502,,,,,,,
23,200503,,,,,,,
23,200504,,,,,,,
23,200505,,,,,,,
23,200506,,,,,,,
23,200507,,,,,,,
23,200508,,,,,,,
23,200509,,,,,,,
23,200510,,,,,,,
23,200511,,,,,,,
23,200512,,,,,,,
23,200601,,,,,,,
23,200602,,,,,,,
23,200603,,,,,,,
23,200604,,,,,,,
23,200605,,,,,,,
23,200606,,,,,,,
23,200607,,,,,,,
23,200608,,,,,,,
23,200609,,,,,,,
23,200610,,,,,,,
23,200611,,,,,,,
23,200612,,,,,,,
23,200701,,,,,,,
23,200702,,,,,,,
23,200703,,,,,,,
23,200704,,,,,,,
23,200705,,,,,,,
23,200706,,,,,,,
23,200707,,,,,,,
23,200708,,,,,,,
23,200709,,,,,,,
23,200710,,,,,,,
23,200711,,,,,,,
23,200712,,,,,,,
23,200801,,,,,,,
23,200802,0.010517331,0.137666897,0.04950177,0.647954793,0.753656346,0.470142156,0.653778691
23,200803,0.010517331,0.137666897,0.04950177,0.647954793,0.753656346,0.470142156,0.653778691
23,200804,0.010517331,0.137666897,0.04950177,0.647954793,0.753656346,0.470142156,0.653778691
23,200805,0.010517331,0.137666897,0.04950177,0.647954793,0.753656346,0.470142156,0.653778691
23,200806,0.010517331,0.137666897,0.04950177,0.647954793,0.753656346,0.470142156,0.653778691
23,200807,0.010517331,0.137666897,0.04950177,0.647954793,0.753656346,0.470142156,0.653778691
23,200808,0.007693819,0.090711317,0.0,0.0,0.698872474,0.380443071,0.766908585
23,200809,0.007693819,0.090711317,0.0,0.0,0.698872474,0.380443071,0.766908585
23,200810,0.007693819,0.090711317,0.0,0.0,0.698872474,0.380443071,0.766908585
23,200811,0.007693819,0.090711317,0.0,0.0,0.698872474,0.380443071,0.766908585
23,200812,0.007693819,0.090711317,0.0,0.0,0.698872474,0.380443071,0.766908585
23,200901,0.007693819,0.090711317,0.0,0.0,0.698872474,0.380443071,0.766908585
23,200902,9.39e-05,0.001213215,0.0,0.0,0.044293015,0.006039957,1.0
23,200903,9.39e-05,0.001213215,0.0,0.0,0.044293015,0.006039957,1.0
23,200904,9.39e-05,0.001213215,0.0,0.0,0.044293015,0.006039957,1.0
23,200905,9.39e-05,0.001213215,0.0,0.0,0.044293015,0.006039957,1.0
23,200906,9.39e-05,0.001213215,0.0,0.0,0.044293015,0.006039957,1.0
23,200907,9.39e-05,0.001213215,0.0,0.0,0.044293015,0.006039957,1.0
23,200908,0.001027056,0.012603915,0.01823934,0.223831233,0.085847469,0.054771462,1.0
23,200909,0.001027056,0.012603915,0.01823934,0.223831233,0.085847469,0.054771462,1.0
23,200910,0.001027056,0.012603915,0.01823934,0.223831233,0.085847469,0.054771462,1.0
23,200911,0.001027056,0.012603915,0.01823934,0.223831233,0.085847469,0.054771462,1.0
23,200912,0.001027056,0.012603915,0.01823934,0.223831233,0.085847469,0.054771462,1.0
23,201001,0.001027056,0.012603915,0.01823934,0.223831233,0.085847469,0.054771462,1.0
23,201002,0.005998867,0.073607146,0.0,0.0,0.399882214,0.255594817,0.569892473
23,201003,0.005998867,0.073607146,0.0,0.0,0.399882214,0.255594817,0.569892473
23,201004,0.005998867,0.073607146,0.0,0.0,0.399882214,0.255594817,0.569892473
23,201005,0.005998867,0.073607146,0.0,0.0,0.399882214,0.255594817,0.569892473
23,201006,0.005998867,0.073607146,0.0,0.0,0.399882214,0.255594817,0.569892473
23,201007,0.005998867,0.073607146,0.0,0.0,0.399882214,0.255594817,0.569892473
23,201008,0.00739382,0.084152641,0.0,0.0,0.497699314,0.331956052,0.492220651
23,201009,0.00739382,0.084152641,0.0,0.0,0.497699314,0.331956052,0.492220651
23,201010,0.00739382,0.084152641,0.0,0.0,0.497699314,0.331956052,0.492220651
23,201011,0.00739382,0.084152641,0.0,0.0,0.497699314,0.331956052,0.492220651
23,201012,0.00739382,0.084152641,0.0,0.0,0.497699314,0.331956052,0.492220651
23,201101,0.00739382,0.084152641,0.0,0.0,0.497699314,0.331956052,0.492220651
23,201102,0.007907254,0.09547273,0.034777693,0.419908234,0.57379112,0.379651267,0.453835227
23,201103,0.007907254,0.09547273,0.034777693,0.419908234,0.57379112,0.379651267,0.453835227
23,201104,0.007907254,0.09547273,0.034777693,0.419908234,0.57379112,0.379651267,0.453835227
23,201105,0.007907254,0.09547273,0.034777693,0.419908234,0.57379112,0.379651267,0.453835227
23,201106,0.007907254,0.09547273,0.034777693,0.419908234,0.57379112,0.379651267,0.453835227
23,201107,0.007907254,0.09547273,0.034777693,0.419908234,0.57379112,0.379651267,0.453835227
23,201108,0.008072568,0.103949433,0.038840155,0.500139746,0.610103627,0.391434585,0.419855222
23,201109,0.008072568,0.103949433,0.038840155,0.500139746,0.610103627,0.391434585,0.419855222
23,201110,0.008072568,0.103949433,0.038840155,0.500139746,0.610103627,0.391434585,0.419855222
23,201111,0.008072568,0.103949433,0.038840155,0.500139746,0.610103627,0.391434585,0.419855222
23,201112,0.008072568,0.103949433,0.038840155,0.500139746,0.610103627,0.391434585,0.419855222
23,201201,0.008072568,0.103949433,0.038840155,0.500139746,0.610103627,0.391434585,0.419855222
