symbol,reportingDate,returnOnAssets,returnOnEquity,freeCashFlowToAssets,freeCashFlowToEquity,operatingProfitMargin,netProfitMargin,payoutRatio
1,199401,,,,,,,
1,199402,,,,,,,
1,199403,,,,,,,
1,199404,,,,,,,
1,199405,,,,,,,
1,199406,,,,,,,
1,199407,,,,,,,
1,199408,,,,,,,
1,199409,,,,,,,
1,199410,,,,,,,
1,199411,,,,,,,
1,199412,,,,,,,
1,199501,,,,,,,
1,199502,,,,,,,
1,199503,,,,,,,
1,199504,,,,,,,
1,199505,,,,,,,
1,199506,,,,,,,
1,199507,,,,,,,
1,199508,,,,,,,
1,199509,,,,,,,
1,199510,,,,,,,
1,199511,,,,,,,
1,199512,,,,,,,
1,199601,,,,,,,
1,199602,,,,,,,
1,199603,,,,,,,
1,199604,,,,,,,
1,199605,,,,,,,
1,199606,,,,,,,
1,199607,,,,,,,
1,199608,,,,,,,
1,199609,,,,,,,
1,199610,,,,,,,
1,199611,,,,,,,
1,199612,,,,,,,
1,199701,,,,,,,
1,199702,,,,,,,
1,199703,,,,,,,
1,199704,,,,,,,
1,199705,,,,,,,
1,199706,,,,,,,
1,199707,,,,,,,
1,199708,,,,,,,
1,199709,,,,,,,
1,199710,,,,,,,
1,199711,,,,,,,
1,199712,,,,,,,
1,199801,,,,,,,
1,199802,,,,,,,
1,199803,,,,,,,
1,199804,,,,,,,
1,199805,,,,,,,
1,199806,,,,,,,
1,199807,,,,,,,
1,199808,,,,,,,
1,199809,,,,,,,
1,199810,,,,,,,
1,199811,,,,,,,
1,199812,,,,,,,
1,199901,,,,,,,
1,199902,,,,,,,
1,199903,,,,,,,
1,199904,,,,,,,
1,199905,,,,,,,
1,199906,,,,,,,
1,199907,,,,,,,
1,199908,,,,,,,
1,199909,,,,,,,
1,199910,,,,,,,
1,199911,,,,,,,
1,199912,,,,,,,
1,200001,,,,,,,
1,200002,,,,,,,
1,200003,,,,,,,
1,200004,,,,,,,
1,200005,,,,,,,
1,200006,,,,,,,
1,200007,,,,,,,
1,200008,,,,,,,
1,200009,,,,,,,
1,200010,,,,,,,
1,200011,,,,,,,
1,200012,,,,,,,
1,200101,,,,,,,
1,200102,,,,,,,
1,200103,,,,,,,
1,200104,,,,,,,
1,200105,,,,,,,
1,200106,,,,,,,
1,200107,,,,,,,
1,200108,,,,,,,
1,200109,,,,,,,
1,200110,,,,,,,
1,200111,,,,,,,
1,200112,,,,,,,
1,200201,,,,,,,
1,200202,,,,,,,
1,200203,,,,,,,
1,200204,,,,,,,
1,200205,,,,,,,
1,200206,,,,,,,
1,200207,,,,,,,
1,200208,,,,,,,
1,200209,,,,,,,
1,200210,,,,,,,
1,200211,,,,,,,
1,200212,,,,,,,
1,200301,,,,,,,
1,200302,,,,,,,
1,200303,,,,,,,
1,200304,,,,,,,
1,200305,,,,,,,
1,200306,,,,,,,
1,200307,,,,,,,
1,200308,,,,,,,
1,200309,,,,,,,
1,200310,,,,,,,
1,200311,,,,,,,
1,200312,,,,,,,
1,200401,,,,,,,
1,200402,,,,,,,
1,200403,,,,,,,
1,200404,,,,,,,
1,200405,,,,,,,
1,200406,,,,,,,
1,200407,,,,,,,
1,200408,,,,,,,
1,200409,,,,,,,
1,200410,,,,,,,
1,200411,,,,,,,
1,200412,,,,,,,
1,200501,,,,,,,
1,200502,,,,,,,
1,200503,,,,,,,
1,200504,,,,,,,
1,200505,,,,,,,
1,200506,,,,,,,
1,200507,,,,,,,
1,200508,,,,,,,
1,200509,,,,,,,
1,200510,,,,,,,
1,200511,,,,,,,
1,200512,,,,,,,
1,200601,,,,,,,
1,200602,,,,,,,
1,200603,,,,,,,
1,200604,,,,,,,
1,200605,,,,,,,
1,200606,,,,,,,
1,200607,,,,,,,
1,200608,,,,,,,
1,200609,,,,,,,
1,200610,,,,,,,
1,200611,,,,,,,
1,200612,,,,,,,
1,200701,,,,,,,
1,200702,,,,,,,
1,200703,,,,,,,
1,200704,,,,,,,
1,200705,,,,,,,
1,200706,,,,,,,
1,200707,,,,,,,
1,200708,,,,,,,
1,200709,,,,,,,
1,200710,,,,,,,
1,200711,,,,,,,
1,200712,,,,,,,
1,200801,,,,,,,
