atDate,close,adjClose,monthReturnSign,yearReturnSign
1994-01-31,35,14.82022,0,0
1994-02-28,31.5,13.3382,-1,0
1994-03-31,29.8,12.61836,-1,0
1994-04-29,29.8,12.61836,0,0
1994-05-31,33,13.97335,1,0
1994-06-30,28.5,12.3161,-1,0
1994-07-29,32.5,14.04467,1,0
1994-08-31,33.2,14.34717,1,0
1994-09-30,31.1,13.53212,-1,0
1994-10-31,30.5,13.27105,-1,0
1994-11-30,26.9,11.70463,-1,0
1994-12-30,26.1,11.35654,-1,0
1995-01-30,23.4,10.18173,-1,-1
1995-02-28,26.6,11.5741,1,-1
1995-03-31,25.25,10.98669,-1,-1
1995-04-28,23.2,10.0947,-1,-1
1995-05-31,25.4,11.36564,1,-1
1995-06-30,25.25,11.29852,-1,-1
1995-07-31,24.4,10.91818,-1,-1
1995-08-31,22.25,9.95612,-1,-1
1995-09-29,24.1,10.89287,1,-1
1995-10-31,26.1,11.79684,1,-1
1995-11-30,25.85,11.68384,-1,-1
1995-12-29,25.75,11.63864,-1,1
1996-01-31,30.5,13.78558,1,1
1996-02-29,29.95,13.53698,-1,1
1996-03-29,29.2,13.198,-1,1
1996-04-30,28.65,12.9494,-1,1
1996-05-31,29.85,13.86617,1,1
1996-06-28,27.7,12.86744,-1,1
1996-07-31,26.7,12.40291,-1,1
1996-08-30,29.2,13.56423,1,1
1996-09-30,32,14.86491,1,1
1996-10-31,31.9,14.93946,1,1
1996-11-29,40,18.73287,1,1
1996-12-31,38.6,18.07722,-1,1
1997-01-31,35,16.39126,-1,1
1997-02-28,34.4,16.11027,-1,1
1997-03-27,29.65,13.88574,-1,1
1997-04-30,29.3,13.72182,-1,1
1997-05-30,34.7,16.25076,1,1
1997-06-27,33.6,16.14789,-1,1
1997-07-31,32.6,15.6673,-1,1
1997-08-29,28.05,13.48061,-1,-1
1997-09-30,28.5,13.69687,1,-1
1997-10-31,15.8,7.6785,-1,-1
1997-11-28,15.75,7.6542,-1,-1
1997-12-31,17,8.26168,1,-1
1998-01-27,10.95,5.32149,-1,-1
1998-02-27,16.15,7.8486,1,-1
1998-03-31,15.2,7.38691,-1,-1
1998-04-30,12.4,6.02617,-1,-1
1998-05-29,9.9,4.81121,-1,-1
1998-06-30,7.65,3.93955,-1,-1
1998-07-31,6.5,3.34733,-1,-1
1998-08-31,7.4,3.8108,1,-1
1998-09-30,8.2,4.22278,1,-1
1998-10-30,12.3,6.533,1,-1
1998-11-30,12.25,6.50645,-1,-1
1998-12-31,11.3,6.00186,-1,-1
1999-01-29,8.95,4.75369,-1,-1
1999-02-26,8.95,4.75369,0,-1
1999-03-31,11.9,6.32055,1,-1
1999-04-30,19,10.09163,1,1
1999-05-31,20.3,10.78211,1,1
1999-06-30,24.2,13.13982,1,1
1999-07-30,23.1,12.54256,-1,1
1999-08-31,21.1,11.45662,-1,1
1999-09-30,22.45,12.18963,1,1
1999-10-29,22.45,12.35162,1,1
1999-11-30,19.7,10.83861,-1,1
1999-12-30,18.05,9.93081,-1,1
2000-01-31,15.5,8.52784,-1,1
2000-02-29,13.35,7.34495,-1,1
2000-03-31,14.9,8.19773,1,1
2000-04-28,16.15,8.88546,1,-1
2000-05-31,14,7.70257,-1,-1
2000-06-30,13.95,7.92105,1,-1
2000-07-31,16.7,9.48255,1,-1
2000-08-31,18.55,10.53301,1,-1
2000-09-29,15.95,9.05669,-1,-1
2000-10-31,15.9,9.1966,1,-1
2000-11-30,15.85,9.16768,-1,-1
2000-12-29,18.95,10.96073,1,1
2001-01-31,21.9,12.66701,1,1
2001-02-28,22.55,13.04298,1,1
2001-03-30,20.45,11.82833,-1,1
2001-04-27,18.3,10.58477,-1,1
2001-05-31,17.6,10.45427,-1,1
2001-06-29,16.3,9.68208,-1,1
2001-07-31,17.65,10.48397,1,1
2001-08-31,15.7,9.32569,-1,-1
2001-09-28,12.95,7.69221,-1,-1
2001-10-31,14.45,8.74162,1,-1
2001-11-30,16.8,10.16327,1,1
2001-12-31,19.05,11.52442,1,1
2002-01-31,16.9,10.22376,-1,-1
2002-02-28,17.15,10.375,1,-1
2002-03-28,18.55,11.22194,1,-1
2002-04-30,20.9,12.64359,1,1
2002-05-31,18.4,11.40604,-1,1
2002-06-28,18.4,11.40604,0,1
2002-07-31,16.45,10.19725,-1,-1
2002-08-30,16.25,10.07327,-1,1
2002-09-30,14.85,9.20542,-1,1
2002-10-31,15.65,9.88971,1,1
2002-11-29,16.45,10.39526,1,1
2002-12-31,14.7,9.28938,-1,-1
2003-01-30,15.75,9.9529,1,-1
2003-02-28,16,10.11089,1,-1
2003-03-31,15.5,9.79492,-1,-1
2003-04-30,13.65,8.62585,-1,-1
2003-05-30,14.95,9.63808,1,-1
2003-06-30,15,9.67031,1,-1
2003-07-31,15.25,9.83148,1,-1
2003-08-29,18.3,11.79778,1,1
2003-09-30,20.2,13.24576,1,1
2003-10-31,19.55,12.81953,-1,1
2003-11-28,19.4,12.72117,-1,1
2003-12-31,21.5,14.09821,1,1
2004-01-30,24.45,16.03261,1,1
2004-02-27,24.3,15.93425,-1,1
2004-03-31,23.4,15.34409,-1,1
2004-04-30,21.4,14.03263,-1,1
2004-05-31,21.9,14.53865,1,1
2004-06-30,22.4,14.87058,1,1
2004-07-30,24,15.93277,1,1
2004-08-31,25.75,17.09453,1,1
2004-09-30,26.25,17.64748,1,1
2004-10-29,25.6,17.2105,-1,1
2004-11-30,27.7,18.6223,1,1
2004-12-31,27.2,18.28615,-1,1
2005-01-31,25.2,16.94158,-1,1
2005-02-28,26.55,17.84917,1,1
2005-03-31,24.65,16.57183,-1,1
2005-04-29,25.95,17.4458,1,1
2005-05-31,25.45,17.34756,-1,1
2005-06-30,27.3,18.60858,1,1
2005-07-29,29.2,19.90369,1,1
2005-08-31,28.55,19.46063,-1,1
2005-09-30,30.25,20.6194,1,1
2005-10-31,26.45,18.24892,-1,1
2005-11-30,27.55,19.00785,1,1
2005-12-30,27.4,18.90436,-1,1
2006-01-27,29.9,20.62921,1,1
2006-02-28,28.8,19.87027,-1,1
2006-03-31,28.5,19.66329,-1,1
2006-04-28,31.1,21.45714,1,1
2006-05-30,27.8,19.46975,-1,1
2006-06-30,27.6,19.32968,-1,1
2006-07-31,28.85,20.20512,1,1
2006-08-31,26.3,18.41922,-1,-1
2006-09-29,26.7,18.69937,1,-1
2006-10-31,26.4,18.74438,1,1
2006-11-30,27.25,19.34789,1,1
2006-12-29,28.75,20.41292,1,1
2007-01-31,28.8,20.44842,1,-1
2007-02-28,27.7,19.6674,-1,-1
2007-03-30,29,20.59042,1,1
2007-04-30,29,20.59042,0,-1
2007-05-31,31.55,22.71727,1,1
2007-06-29,31.25,22.50126,-1,1
2007-07-31,32.75,23.58132,1,1
2007-08-31,32.1,23.11329,-1,1
2007-09-28,38.2,27.50554,1,1
2007-10-31,46.3,33.64807,1,1
2007-11-30,45.9,33.35737,-1,1
2007-12-31,40.85,30.86808,-1,1
2008-01-31,41.5,31.35925,1,1
2008-02-29,40.45,30.56582,-1,1
2008-03-31,36.65,27.69437,-1,1
2008-04-30,39.55,29.88574,1,1
2008-05-30,39,29.79342,-1,1
2008-06-30,32.65,24.94244,-1,1
2008-07-31,34.9,26.66129,1,1
2008-08-29,28.5,21.77211,-1,-1
2008-09-30,21.75,16.84615,-1,-1
2008-10-31,15,11.61804,-1,-1
2008-11-28,18.4,14.25146,1,-1
2008-12-31,21.25,16.45889,1,-1
2009-01-30,19.5,15.10345,-1,-1
2009-02-27,16.48,12.76435,-1,-1
2009-03-31,19.24,14.90207,1,-1
2009-04-30,25.75,19.9443,1,-1
2009-05-29,32.1,25.22713,1,-1
2009-06-30,32.85,25.81655,1,1
2009-07-31,36.45,28.64576,1,1
2009-08-31,34.75,27.30974,-1,1
2009-09-30,41.15,32.63352,1,1
2009-10-30,42.75,33.90238,1,1
2009-11-30,41.8,33.149,-1,1
2009-12-31,44.75,35.48846,1,1
2010-01-29,38.6,30.61127,-1,1
2010-02-26,40,31.72153,1,1
2010-03-31,43.75,34.69542,1,1
2010-04-30,42.65,33.82308,-1,1
2010-05-31,38.8,30.76988,-1,1
2010-06-30,38.15,30.76856,-1,1
2010-07-30,42.5,34.2769,1,1
2010-08-31,41.85,33.75266,-1,1
2010-09-30,49.9,40.55311,1,1
2010-10-29,50.9,41.3658,1,1
2010-11-30,52.2,42.42229,1,1
2010-12-31,59.8,48.59871,1,1
