atDate,close,adjClose,monthReturnSign,yearReturnSign
1994-01-31,63.5,25.67324,0,0
1994-02-28,55,22.23666,-1,0
1994-03-31,53.5,21.63021,-1,0
1994-04-29,55.5,22.43881,1,0
1994-05-31,60,24.6254,1,0
1994-06-30,55.5,22.77849,-1,0
1994-07-29,63.5,26.06188,1,0
1994-08-31,65,26.67751,1,0
1994-09-30,60.5,24.96033,-1,0
1994-10-31,59,24.34147,-1,0
1994-11-30,51.5,21.24722,-1,0
1994-12-30,48.2,19.88575,-1,0
1995-01-30,42.1,17.36909,-1,-1
1995-02-28,54.25,22.38178,1,1
1995-03-31,52.75,21.76293,-1,1
1995-04-28,51.75,21.35036,-1,-1
1995-05-31,59.75,25.17413,1,1
1995-06-30,59,24.85813,-1,1
1995-07-31,60.5,25.49012,1,-1
1995-08-31,58,24.43681,-1,-1
1995-09-29,61.25,25.97285,1,1
1995-10-31,58,24.5947,-1,1
1995-11-30,58.5,24.80672,1,1
1995-12-29,60,25.44279,1,1
1996-01-31,67.5,28.62314,1,1
1996-02-29,67.5,28.62314,0,1
1996-03-29,68,28.83517,1,1
1996-04-30,66,27.98707,-1,1
1996-05-31,68.75,29.70369,1,1
1996-06-28,66.25,28.62356,-1,1
1996-07-31,66.25,28.62356,0,1
1996-08-30,68.75,29.70369,1,1
1996-09-30,69.25,30.10942,1,1
1996-10-31,68.25,29.67463,-1,1
1996-11-29,73.25,31.84859,1,1
1996-12-31,73.75,32.06599,1,1
1997-01-31,71.25,30.97901,-1,1
1997-02-28,66.5,28.91374,-1,1
1997-03-27,61,26.52238,-1,-1
1997-04-30,59.75,25.97889,-1,-1
1997-05-30,65,28.90991,1,-1
1997-06-27,69.75,31.02255,1,1
1997-07-31,73.5,32.69043,1,1
1997-08-29,59.25,26.35249,-1,-1
1997-09-30,59.25,26.54295,1,-1
1997-10-31,41.3,18.50167,-1,-1
1997-11-28,38.7,17.33692,-1,-1
1997-12-31,42.5,19.03925,1,-1
1998-01-27,35.2,15.76898,-1,-1
1998-02-27,46.6,20.87598,1,-1
1998-03-31,41,18.36728,-1,-1
1998-04-30,38.7,17.33692,-1,-1
1998-05-29,28.65,13.28322,-1,-1
1998-06-30,29.25,13.5614,1,-1
1998-07-31,24.85,11.5214,-1,-1
1998-08-31,22.35,10.3623,-1,-1
1998-09-30,24.4,11.4421,1,-1
1998-10-30,41.1,19.27338,1,1
1998-11-30,35.1,16.45975,-1,-1
1998-12-31,34.7,16.27217,-1,-1
1999-01-29,33.1,15.52187,-1,-1
1999-02-26,31.7,14.86536,-1,-1
1999-03-31,36,16.88179,1,-1
1999-04-30,43.5,20.39883,1,1
1999-05-31,35.8,17.00429,-1,1
1999-06-30,38.4,18.23924,1,1
1999-07-30,36.2,17.19428,-1,1
1999-08-31,40.1,19.0467,1,1
1999-09-30,36.8,17.63259,-1,1
1999-10-29,38.5,18.44714,1,-1
1999-11-30,44.6,21.36994,1,1
1999-12-30,45.9,21.99283,1,1
2000-01-31,37.7,18.06383,-1,1
2000-02-29,37.3,17.87217,-1,1
2000-03-31,40.2,19.26169,1,1
2000-04-28,44,21.08245,1,1
2000-05-31,45,21.93034,1,1
2000-06-30,45.6,22.22274,1,1
2000-07-31,50,24.36704,1,1
2000-08-31,53.5,26.07273,1,1
2000-09-29,48.6,23.85068,-1,1
2000-10-31,48.1,23.6053,-1,1
2000-11-30,50,24.53774,1,1
2000-12-29,56.25,27.60496,1,1
2001-01-31,57.75,28.34109,1,1
2001-02-28,53.5,26.25538,-1,1
2001-03-30,48.3,23.70345,-1,1
2001-04-27,43,21.10245,-1,1
2001-05-31,42.6,21.27361,1,-1
2001-06-29,40.4,20.17497,-1,-1
2001-07-31,41.7,20.82416,1,-1
2001-08-31,37.9,18.92652,-1,-1
2001-09-28,29.35,14.82253,-1,-1
2001-10-31,32.6,16.46387,1,-1
2001-11-30,37.9,19.14051,1,-1
2001-12-31,42.5,21.46363,1,-1
2002-01-31,42,21.21112,-1,-1
2002-02-28,42.4,21.41313,1,-1
2002-03-28,42.2,21.31213,-1,-1
2002-04-30,46.7,23.58475,1,1
2002-05-31,42.9,22.01793,-1,1
2002-06-28,39.9,20.47822,-1,1
2002-07-31,35.2,18.066,-1,-1
2002-08-30,35.3,18.11732,1,-1
2002-09-30,30.8,15.99317,-1,1
2002-10-31,32.8,17.03169,1,1
2002-11-29,32,16.61628,-1,-1
2002-12-31,29.8,15.47391,-1,-1
2003-01-30,32.4,16.82399,1,-1
2003-02-28,33,17.13554,1,-1
2003-03-31,30.9,16.0451,-1,-1
2003-04-30,30.9,16.0451,0,-1
2003-05-30,33.4,17.84514,1,-1
2003-06-30,34.1,18.21914,1,-1
2003-07-31,36,19.23428,1,1
2003-08-29,43.8,23.40171,1,1
2003-09-30,45.7,24.58941,1,1
2003-10-31,47.4,25.50412,1,1
2003-11-28,46,24.75083,-1,1
2003-12-31,47.9,25.77315,1,1
2004-01-30,54,29.05532,1,1
2004-02-27,54.5,29.32435,1,1
2004-03-31,52.75,28.38275,-1,1
2004-04-30,51,27.44114,-1,1
2004-05-31,51,27.99837,1,1
2004-06-30,50.5,27.72388,-1,1
2004-07-30,52,28.54736,1,1
2004-08-31,55.25,30.33157,1,1
2004-09-30,54.25,30.08342,-1,1
2004-10-29,55,30.49932,1,1
2004-11-30,62.5,34.65832,1,1
2004-12-31,65,36.04465,1,1
2005-01-31,61.25,33.96515,-1,1
2005-02-28,63.75,35.35148,1,1
2005-03-31,61.75,34.24242,-1,1
2005-04-29,65,36.04465,1,1
2005-05-31,66.5,37.69045,1,1
2005-06-30,68.75,38.96569,1,1
2005-07-29,74.3,42.11128,1,1
2005-08-31,73.85,41.85623,-1,1
2005-09-30,71.45,40.82278,-1,1
2005-10-31,69.5,39.70865,-1,1
2005-11-30,70.4,40.22286,1,1
2005-12-30,69.6,39.76578,-1,1
2006-01-27,72.25,41.27986,1,1
2006-02-28,74.45,42.53682,1,1
2006-03-31,75.95,43.39384,1,1
2006-04-28,79.3,45.30786,1,1
2006-05-30,73.55,42.79639,-1,1
2006-06-30,80.15,46.63672,1,1
2006-07-31,80.7,46.95674,1,1
2006-08-31,85.1,49.51696,1,1
2006-09-29,81.4,47.74407,-1,1
2006-10-31,82.15,48.18398,1,1
2006-11-30,82.2,48.2133,1,1
2006-12-29,83.55,49.00513,1,1
2007-01-31,89.65,52.583,1,1
2007-02-28,88.4,51.84983,-1,1
2007-03-30,87.7,51.43925,-1,1
2007-04-30,89.75,52.64165,1,1
2007-05-31,87.9,52.83747,1,1
2007-06-29,86.9,52.23636,-1,1
2007-07-31,89.3,53.67902,1,1
2007-08-31,86.2,51.81558,-1,1
2007-09-28,94.25,57.21668,1,1
2007-10-31,109.9,66.71738,1,1
2007-11-30,104.8,63.62131,-1,1
2007-12-31,107.5,65.26041,1,1
2008-01-31,106,64.3498,-1,1
2008-02-29,90.25,54.78839,-1,1
2008-03-31,87.8,53.30106,-1,1
2008-04-30,91.15,56.77339,1,1
2008-05-30,89.05,55.46539,-1,1
2008-06-30,79.75,49.67282,-1,-1
2008-07-31,83.95,52.28881,1,-1
2008-08-29,78.5,48.89425,-1,-1
2008-09-30,67.4,42.46431,-1,-1
2008-10-31,53.5,33.70683,-1,-1
2008-11-28,52,32.76178,-1,-1
2008-12-31,53.35,33.61233,1,-1
2009-01-30,51,32.13175,-1,-1
2009-02-27,48.2,30.36765,-1,-1
2009-03-31,51.7,32.57277,1,-1
2009-04-30,60.85,38.33758,1,-1
