atDate,close,adjClose,monthReturnSign,yearReturnSign
199401,47.5,13.8908,0,0
199402,41.25,12.13017,-1,0
199403,39.75,11.68907,-1,0
199404,40.25,11.8361,1,0
199405,43,12.7302,1,0
199406,39.5,11.69402,-1,0
199407,40.6,12.01967,1,0
199408,39.9,11.89111,-1,0
199409,39.3,11.71229,-1,0
199410,40.2,11.98051,1,0
199411,33.3,10.02838,-1,0
199412,33,9.93804,-1,0
199501,32.3,9.72723,-1,-1
199502,37.7,11.44551,1,-1
199503,37.5,11.38479,-1,-1
199504,36.5,11.0812,-1,-1
199505,42.3,12.94237,1,1
199506,39.8,12.27858,-1,1
199507,40.4,12.46368,1,1
199508,38,11.81438,-1,-1
199509,40,12.43619,1,1
199510,41.2,12.80927,1,1
199511,36.4,11.4338,-1,1
199512,35.6,11.1825,-1,1
199601,37.5,11.77932,1,1
199602,36.2,11.46832,-1,1
199603,34.9,11.05647,-1,-1
199604,36.5,11.56336,1,1
199605,36.8,11.76095,1,-1
199606,35.1,11.21764,-1,-1
199607,32,10.22691,-1,-1
199608,32.9,10.61782,1,-1
199609,36,11.61828,1,-1
199610,35.9,11.58601,-1,-1
199611,33.2,10.85511,-1,-1
199612,34.4,11.24747,1,1
199701,36.3,11.86869,1,1
199702,35.8,11.81558,-1,1
199703,34.1,11.2545,-1,1
199704,34.9,11.51854,1,-1
199705,38.8,12.92746,1,1
199706,43.9,14.62669,1,1
199707,44.4,14.79328,1,1
199708,35.9,12.05524,-1,1
199709,42.6,14.30511,1,1
199710,40.7,13.66709,-1,1
199711,39,13.09623,-1,1
199712,43,14.60287,1,1
199801,42.5,14.43307,-1,1
199802,40.2,13.77597,-1,1
199803,39,13.36474,-1,1
199804,37.2,12.74791,-1,1
199805,33.4,11.4457,-1,-1
199806,35.3,12.42415,1,-1
199807,34.6,12.17778,-1,-1
199808,32.6,11.47386,-1,-1
199809,37.8,13.4526,1,-1
199810,43.5,15.48117,1,1
199811,40.7,14.48468,-1,1
199812,38.6,13.73731,-1,-1
199901,35.2,12.71255,-1,-1
199902,36.5,13.18205,1,-1
199903,37.2,13.57619,1,1
199904,41.6,15.18198,1,1
199905,37.5,13.68568,-1,1
199906,37.7,13.89952,1,1
199907,35.2,12.9778,-1,1
199908,36.8,13.5677,1,1
199909,36.5,13.5975,1,1
199910,35.6,13.26222,-1,-1
199911,36.2,13.48574,1,-1
199912,35.8,13.47626,-1,-1
200001,32.5,12.23404,-1,-1
200002,34.4,12.94926,1,-1
200003,34.9,13.13748,1,-1
200004,34.9,13.42856,1,-1
200005,36.2,14.08396,1,1
200006,36.3,14.12286,1,1
200007,35.2,13.6949,-1,1
200008,35,13.87532,1,1
200009,35,13.87532,0,1
200010,36.4,14.43033,1,1
200011,36.4,14.43033,0,1
200012,38.9,15.59278,1,1
200101,36.4,14.59067,-1,1
200102,40.9,16.39446,1,1
200103,41.3,16.5548,1,1
200104,32.7,16.02425,-1,1
200105,32.3,15.82823,-1,1
200106,32.7,16.19979,1,1
200107,32.9,16.29887,1,1
200108,31.6,15.82527,-1,1
200109,30,15.02399,-1,1
200110,29.45,14.74855,-1,1
200111,30.2,15.30089,1,1
200112,29.75,15.0729,-1,-1
200201,30.1,15.25022,1,1
200202,31.4,15.90887,1,-1
200203,32,16.21286,1,-1
200204,30.6,16.03294,-1,1
200205,31.8,16.86066,1,1
200206,31,16.43649,-1,1
200207,30.6,16.22441,-1,-1
200208,31.4,16.84739,1,1
200209,32.4,17.38394,1,1
200210,31.6,16.9547,-1,1
200211,31.3,16.99685,1,1
200212,31.4,17.05115,1,1
200301,31.4,17.05115,0,1
200302,32,17.37697,1,1
200303,32.3,17.53988,1,1
200304,31.9,17.7188,1,1
200305,33.6,18.89154,1,1
200306,34.1,19.17266,1,1
200307,34.3,19.28511,1,1
200308,34.4,19.57328,1,1
200309,34,19.34568,-1,1
200310,35.1,19.97157,1,1
200311,37.7,21.45095,1,1
200312,37,21.28412,-1,1
200401,37.6,21.62927,1,1
200402,40.1,23.06739,1,1
200403,43.3,24.90818,1,1
200404,41.5,24.29954,-1,1
200405,41.5,24.29954,0,1
200406,42.7,25.26722,1,1
200407,43.8,25.91813,1,1
200408,45.1,26.68739,1,1
200409,44.6,26.6575,-1,1
200410,44.7,26.71728,1,1
200411,44.7,26.71728,0,1
200412,44.7,26.98898,1,1
