atDate,close,adjClose,monthReturnSign,yearReturnSign
2015-06-30,64.3,62.06821,0,0
2015-07-31,64.6,62.3578,1,0
2015-08-31,54.3,52.4153,-1,0
2015-09-30,56.35,54.71013,1,0
2015-10-30,54.5,52.91397,-1,0
2015-11-30,50.55,49.07892,-1,0
2015-12-31,50.4,48.93329,-1,0
2016-01-29,41.65,40.43792,-1,0
2016-02-29,39.8,38.64176,-1,0
2016-03-31,49.95,48.49638,1,0
2016-04-29,53.25,51.70035,1,0
2016-05-31,48.65,48.32905,-1,0
2016-06-30,48.4,48.0807,-1,-1
2016-07-29,55.4,55.03452,1,-1
2016-08-31,54.5,54.14045,-1,1
2016-09-30,56.6,56.6,1,1
