atDate,close,adjClose,monthReturnSign,yearReturnSign
1994-01-31,3.2,1.58384,0,0
1994-02-28,2.85,1.41061,-1,0
1994-03-31,3.25,1.60859,1,0
1994-04-29,3.2,1.58384,-1,0
1994-05-31,3.15,1.55909,-1,0
1994-06-30,3.05,1.5096,-1,0
1994-07-29,3.25,1.60859,1,0
1994-08-31,3.44,1.70263,1,0
1994-09-30,3.9,1.9303,1,0
1994-10-31,3.65,1.80657,-1,0
1994-11-30,3.35,1.69847,-1,0
1994-12-30,3.6,1.82522,1,0
1995-01-30,3,1.52101,-1,-1
1995-02-28,3,1.52101,0,1
1995-03-31,3.05,1.56147,1,-1
1995-04-28,2.7,1.38229,-1,-1
1995-05-31,2.95,1.51028,1,-1
1995-06-30,2.975,1.52308,1,1
1995-07-31,3,1.53588,1,-1
1995-08-31,3,1.53588,0,-1
1995-09-29,2.775,1.42069,-1,-1
1995-10-31,2.625,1.34389,-1,-1
1995-11-30,2.55,1.33897,-1,-1
1995-12-29,2.65,1.39148,1,-1
1996-01-31,2.95,1.549,1,1
1996-02-29,2.975,1.56213,1,1
1996-03-29,2.775,1.45711,-1,-1
1996-04-30,2.975,1.58069,1,1
1996-05-31,2.575,1.36816,-1,-1
1996-06-28,2.45,1.30175,-1,-1
1996-07-31,2.5,1.32831,1,-1
1996-08-30,2.85,1.51428,1,-1
1996-09-30,3,1.59398,1,1
1996-10-31,3.35,1.77994,1,1
1996-11-29,3.1,1.68072,-1,1
1996-12-31,3.425,1.85693,1,1
1997-01-31,3.7,2.00603,1,1
1997-02-28,3.775,2.04669,1,1
1997-03-27,3.625,1.96536,-1,1
1997-04-30,3.55,1.94559,-1,1
1997-05-30,4.225,2.31552,1,1
1997-06-27,5.5,3.01429,1,1
1997-07-31,4.75,2.60325,-1,1
1997-08-29,4.2,2.30182,-1,1
1997-09-30,4.025,2.20591,-1,1
1997-10-31,2.75,1.50714,-1,-1
1997-11-28,2.525,1.38383,-1,-1
1997-12-31,2.525,1.42303,1,-1
1998-01-27,2.1,1.18351,-1,-1
1998-02-27,2.8,1.57801,1,-1
1998-03-31,2.825,1.5921,1,-1
