atDate,close,adjClose,monthReturnSign,yearReturnSign
1994-01-31,37.25,14.13241,0,0
1994-02-28,32.5,12.33029,-1,0
1994-03-31,26.7,10.12981,-1,0
1994-04-29,23.7,9.07869,-1,0
1994-05-31,24.9,9.53837,1,0
1994-06-30,21.5,8.23594,-1,0
1994-07-29,24.95,9.55752,1,0
1994-08-31,26.95,10.32365,1,0
1994-09-30,26.65,10.20873,-1,0
1994-10-31,24.65,9.4426,-1,0
1994-11-30,21.75,8.33171,-1,0
1994-12-30,20.65,8.21398,-1,0
1995-01-30,17.2,6.84167,-1,-1
1995-02-28,21.1,8.39297,1,-1
1995-03-31,21.05,8.37308,-1,-1
1995-04-28,20.1,8.10325,-1,-1
1995-05-31,24.1,9.71583,1,1
1995-06-30,25.75,10.38102,1,1
1995-07-31,28.2,11.36873,1,1
1995-08-31,28.2,11.36873,0,1
1995-09-29,30.5,12.29597,1,1
1995-10-31,30.1,12.13471,-1,1
1995-11-30,32.3,13.02163,1,1
1995-12-29,33.7,13.91596,1,1
1996-01-31,39,16.10453,1,1
1996-02-29,37.7,15.56771,-1,1
1996-03-29,36,14.86572,-1,1
1996-04-30,34.7,14.44732,-1,1
1996-05-31,36.7,15.28002,1,1
1996-06-28,35.9,14.94694,-1,1
1996-07-31,35.2,14.65549,-1,1
1996-08-30,37.5,15.6131,1,1
1996-09-30,40.6,16.90378,1,1
1996-10-31,45,18.73572,1,1
1996-11-29,52.25,21.75425,1,1
1996-12-31,52.25,22.12596,1,1
1997-01-31,47.8,20.24155,-1,1
1997-02-28,48,20.32624,1,1
1997-03-27,41.8,17.70077,-1,1
1997-04-30,44.7,19.07555,1,1
1997-05-30,49.2,20.99591,1,1
1997-06-27,46.2,19.71567,-1,1
1997-07-31,55.75,23.79109,1,1
1997-08-29,48.3,20.61184,-1,1
1997-09-30,46.8,19.97172,-1,1
1997-10-31,27.2,11.60749,-1,-1
1997-11-28,28.65,12.22628,1,-1
1997-12-31,26.8,11.7836,-1,-1
1998-01-27,18.65,8.20016,-1,-1
1998-02-27,28.55,12.55305,1,-1
1998-03-31,27.35,12.02543,-1,-1
1998-04-30,22.05,9.81474,-1,-1
1998-05-29,18.3,8.14556,-1,-1
1998-06-30,15,6.67669,-1,-1
1998-07-31,10.3,4.58466,-1,-1
1998-08-31,8.35,3.71669,-1,-1
1998-09-30,10.4,4.62917,1,-1
1998-10-30,18,8.01203,1,-1
1998-11-30,18.8,8.36812,1,-1
1998-12-31,19.5,8.82489,1,-1
1999-01-29,15.2,6.87889,-1,-1
1999-02-26,14.25,6.44896,-1,-1
1999-03-31,15.25,6.90152,1,-1
1999-04-30,19.2,8.76512,1,-1
1999-05-31,19.95,9.10751,1,1
1999-06-30,23.25,10.61401,1,1
