atDate,settleDate,susp,closing,bid,ask,low,high,vol,turn,VWAP,adjClose,adjBid,adjAsk,adjLow,adjHigh,adjVol,adjVWAP,totalRet
2016-10-19,2016-10-21,0,52.3,52.2,52.3,51.95,53,16195606,845550072,52.20860967,52.3,52.2,52.3,51.95,53,16195606,52.20861,-0.0057
2016-10-18,2016-10-20,0,52.6,52.55,52.6,52,52.75,22328485,1171794765,52.47981513,52.6,52.55,52.6,52,52.75,22328485,52.47982,0.01938
2016-10-17,2016-10-19,0,51.6,51.6,51.65,50.95,52,16831861,868336245,51.58884362,51.6,51.6,51.65,50.95,52,16831861,51.58884,-0.0096
2016-10-14,2016-10-18,0,52.1,52.1,52.15,51.85,52.6,30130724,1573116743,52.20972264,52.1,52.1,52.15,51.85,52.6,30130724,52.20972,0.01165
2016-10-13,2016-10-17,0,51.5,51.5,51.55,51.5,52.8,23344525,1216146121,52.09556078,51.5,51.5,51.55,51.5,52.8,23344525,52.09556,-0.03013
2016-10-12,2016-10-14,0,53.1,53,53.1,52.1,53.2,22863182,1205690605,52.73503071,53.1,53,53.1,52.1,53.2,22863182,52.73503,0
2016-10-11,2016-10-13,0,53.1,53.05,53.1,52.7,54.15,27953938,1489821494,53.29558555,53.1,53.05,53.1,52.7,54.15,27953938,53.29559,-0.01576
2016-10-07,2016-10-12,0,53.95,53.9,53.95,53.25,54,15832838,849985125,53.68495054,53.95,53.9,53.95,53.25,54,15832838,53.68495,0.00186
2016-10-06,2016-10-11,0,53.85,53.85,53.9,53.5,54.15,24093027,1298341347,53.88867688,53.85,53.85,53.9,53.5,54.15,24093027,53.88868,0.00937
2016-10-05,2016-10-07,0,53.35,53.35,53.4,52.4,53.4,16023863,849212279,52.99672613,53.35,53.35,53.4,52.4,53.4,16023863,52.99673,0.01233
2016-10-04,2016-10-06,0,52.7,52.65,52.7,52.2,52.9,14931775,785442598,52.60209171,52.7,52.65,52.7,52.2,52.9,14931775,52.60209,0.00381
2016-10-03,2016-10-05,0,52.5,52.45,52.5,51.6,52.55,16009102,836878307,52.27515616,52.5,52.45,52.5,51.6,52.55,16009102,52.27516,0.01843
2016-09-30,2016-10-04,0,51.55,51.55,51.6,51.2,52,22709104,1169397080,51.49463757,51.55,51.55,51.6,51.2,52,22709104,51.49464,-0.01903
2016-09-29,2016-10-03,0,52.55,52.55,52.6,52.2,52.8,14651917,768543898,52.45347063,52.55,52.55,52.6,52.2,52.8,14651917,52.45347,0.00574
2016-09-28,2016-09-30,0,52.25,52.2,52.25,51.4,52.25,17346583,898997428,51.82562053,52.25,52.2,52.25,51.4,52.25,17346583,51.82562,0.00674
2016-09-27,2016-09-29,0,51.9,51.85,51.9,51,51.9,13923097,719015435,51.6419181,51.9,51.85,51.9,51,51.9,13923097,51.64192,0.01367
2016-09-26,2016-09-28,0,51.2,51.2,51.25,50.95,51.85,15013370,771394072,51.38047434,51.2,51.2,51.25,50.95,51.85,15013370,51.38047,-0.01158
2016-09-23,2016-09-27,0,51.8,51.75,51.8,51.1,51.95,19945621,1029954723,51.63813766,51.8,51.75,51.8,51.1,51.95,19945621,51.63814,0.00778
2016-09-22,2016-09-26,0,51.4,51.4,51.45,51.05,51.75,20304880,1046570504,51.54280666,51.4,51.4,51.45,51.05,51.75,20304880,51.54281,0.01281
2016-09-21,2016-09-23,0,50.75,50.7,50.75,50.25,51,17808931,901193547,50.60346109,50.75,50.7,50.75,50.25,51,17808931,50.60346,0.00296
2016-09-20,2016-09-22,0,50.6,50.6,50.65,50.6,51.2,12722870,645681459,50.7496704,50.6,50.6,50.65,50.6,51.2,12722870,50.74967,-0.01268
2016-09-19,2016-09-21,0,51.25,51.15,51.25,50.7,51.3,15181954,774539107,51.01708957,51.25,51.15,51.25,50.7,51.3,15181954,51.01709,0.01787
2016-09-15,2016-09-20,0,50.35,50.35,50.45,50.35,50.9,17043881,862362585,50.59660913,50.35,50.35,50.45,50.35,50.9,17043881,50.59661,0.00599
2016-09-14,2016-09-19,0,50.05,50.05,50.1,49.95,50.55,16517688,829483929,50.21791966,50.05,50.05,50.1,49.95,50.55,16517688,50.21792,0.002
2016-09-13,2016-09-15,0,49.95,49.9,49.95,49.7,50.85,19902379,1001242826,50.30769568,49.95,49.9,49.95,49.7,50.85,19902379,50.3077,-0.00299
2016-09-12,2016-09-14,0,50.1,50.1,50.15,49.6,50.35,24606362,1232005968,50.06859478,50.1,50.1,50.15,49.6,50.35,24606362,50.06859,-0.02339
2016-09-09,2016-09-13,0,51.3,51.25,51.3,50.45,51.8,29021396,1483766627,51.12664556,51.3,51.25,51.3,50.45,51.8,29021396,51.12665,0.00786
2016-09-08,2016-09-12,0,50.9,50.85,50.9,50.45,51.1,15957863,810723963,50.80404331,50.9,50.85,50.9,50.45,51.1,15957863,50.80404,0.00197
2016-09-07,2016-09-09,0,50.8,50.8,50.85,50.35,51.1,17029499,865357479,50.81520478,50.8,50.8,50.85,50.35,51.1,17029499,50.8152,0.00794
2016-09-06,2016-09-08,0,50.4,50.4,50.45,49.85,50.75,12077053,606156961,50.19080077,50.4,50.4,50.45,49.85,50.75,12077053,50.1908,0
2016-09-05,2016-09-07,0,50.4,50.4,50.45,50.4,51,18221772,922801257,50.64278364,50.4,50.4,50.45,50.4,51,18221772,50.64278,0.00901
2016-09-02,2016-09-06,0,49.95,49.9,49.95,49.4,49.95,19954564,991632163,49.69450412,49.95,49.9,49.95,49.4,49.95,19954564,49.6945,0.01011
2016-09-01,2016-09-05,0,49.45,49.4,49.45,48.7,49.6,18973328,933338363,49.19212713,49.45,49.4,49.45,48.7,49.6,18973328,49.19213,0.00815
