symbol,financialYear,reportType,financialYearEnd,reportingDate,currency,operatingIncome,netIncome,freeCashFlow,investedCapital,totalAssets,totalEquity,returnOnCapital,returnOnAssets,returnOnEquity,freeCashFlowToCapital,freeCashFlowToAssets,freeCashFlowToEquity,operatingProfitMargin,netProfitMargin,payoutRatio
823,2016,Final,2016-03-31,2016-06-08,HKD,17408000000,16295000000,4207000000,157476000000,163452000000,127387000000,0.104455037,0.099692876,0.127917291,0.026715182,0.025738443,0.033025348,1.991762014,1.864416476,0.284381712
836,2006,Final,2006-12-31,2007-03-26,HKD,2552649000,2364856000,-2318208000,26207395000,38038481000,15284859000,0.097006837,0.062170096,0.154718863,-0.088456254,-0.060943759,-0.151666954,0.26206897,0.242789109,0.292151404
836,2007,Final,2007-12-31,2008-03-31,HKD,4299422000,3220597000,-1341790000,38822092000,63814518000,24813452000,0.108760308,0.050468093,0.12979238,-0.034562537,-0.021026407,-0.054075104,0.255454387,0.191354939,0.31986523
836,2008,Interim,2008-06-30,2008-09-01,HKD,4311624000,2815039000,-4952987000,49166445000,74760207000,26650838000,0.083539284,0.037654243,0.10562666,-0.100739173,-0.066251649,-0.185847327,0.192946329,0.125973749,0.371020792
836,2008,Final,2008-12-31,2009-04-01,HKD,3483756000,1717448000,-4953679000,54328280000,79649846000,27215105000,0.057686845,0.021562477,0.063106426,-0.091180486,-0.062193202,-0.18201947,0.130128492,0.064151714,0.319298168
836,2009,Interim,2009-06-30,2009-08-24,HKD,4842265000,2979564000,110062000,57704348000,87295772000,29241365000,0.077792688,0.034131825,0.101895517,0.001907343,0.001260794,0.003763915,0.169190467,0.104107029,0.113840146
836,2009,Final,2009-12-31,2010-03-22,HKD,7449870000,5317392000,-1757956000,83427882000,118925930000,37593979000,0.084135119,0.044711797,0.14144265,-0.021071565,-0.01478194,-0.046761637,0.224301279,0.160096461,0.334903088
836,2010,Interim,2010-06-30,2010-08-23,HKD,8393005000,5509217000,-2665894000,92564321000,131863949000,38992797000,0.083346543,0.041779554,0.141288069,-0.028800449,-0.020217004,-0.068368884,0.207833467,0.136423089,0.37450095
836,2010,Final,2010-12-31,2011-03-17,HKD,8252816000,4903654000,-5029819000,103590790000,143010547000,42164218000,0.070437196,0.034288758,0.116298943,-0.048554693,-0.035170965,-0.119291172,0.169886838,0.100943275,0.318406845
836,2011,Interim,2011-06-30,2011-08-22,HKD,9074414000,4927872000,-7122994000,107894353000,160526620000,44561132000,0.071388663,0.030698161,0.110586778,-0.066018228,-0.044372665,-0.15984769,0.160753477,0.087297379,0.31723328
836,2011,Final,2011-12-31,2012-03-19,HKD,9540390000,4450576000,-2453853000,109907056000,168365889000,47472998000,0.071083577,0.026433953,0.09374963,-0.022326619,-0.014574526,-0.051689447,0.15715036,0.073310381,0.320134517
836,2012,Interim,2012-06-30,2012-08-20,HKD,9757747000,4968195000,3581018000,120184501000,171120013000,49064814000,0.070193275,0.029033395,0.101257797,0.029796005,0.020926939,0.07298546,0.155823905,0.07933835,0.286976659
836,2012,Final,2012-12-31,2013-03-18,HKD,12005857000,7478916000,8294909000,115681520000,177789718000,54042983000,0.091426462,0.042066077,0.13838829,0.071704703,0.04665573,0.153487253,0.192292096,0.119786237,0.323323059
836,2013,Interim,2013-06-30,2013-08-19,HKD,15239660000,9807880000,6954901000,127856445000,192211818000,58529826000,0.098482106,0.051026415,0.167570633,0.054396171,0.036183524,0.118826613,0.238723677,0.153636838,0.256469798
836,2013,Final,2013-12-31,2014-03-17,HKD,17504501000,11015526000,-70635000,143616392000,213864903000,64985061000,0.095056122,0.051506937,0.169508589,-0.000491831,-0.000330279,-0.001086942,0.251568225,0.158311072,0.323627941
836,2014,Interim,2014-06-30,2014-08-18,HKD,18081009000,11748644000,-415050000,150595797000,218919088000,67230389000,0.090649364,0.053666604,0.174751986,-0.002756053,-0.001895906,-0.006173548,0.247480084,0.160807143,0.303517836
836,2014,Final,2014-12-31,2015-03-19,HKD,15220196000,9214858000,2016417000,136835472000,225648081000,70794403000,0.068557633,0.040837298,0.130163651,0.014736069,0.008936114,0.028482718,0.215337589,0.130373177,0.041312953
836,2015,Interim,2015-06-30,2015-08-18,HKD,17890204000,9963900000,8110263000,157334607000,229091478000,74429161000,0.073058773,0.043493106,0.133870917,0.051547864,0.035401854,0.108966202,0.249178014,0.138779011,0.382383304
836,2015,Final,2015-12-31,2016-03-21,HKD,20008102000,10025241000,15177589000,119478121000,208085879000,70917575000,0.107861184,0.048178382,0.14136469,0.127032371,0.072939063,0.214017315,0.280084789,0.140339024,0.047517162
836,2016,Interim,2016-06-30,2016-08-18,HKD,18542834000,8548539000,10667989000,144966010000,200225737000,70790335000,0.07690252,0.042694506,0.120758561,0.073589588,0.053279809,0.150698383,0.283249073,0.130582291,0.631760468
857,2006,Final,2006-12-31,2007-03-19,RMB,197976000000,142224000000,67693000000,600583000000,872163000000,586677000000,0.247258325,0.163070435,0.242423003,0.112712148,0.077615079,0.115383763,0.287347346,0.206427491,0.450001406
857,2007,Final,2007-12-31,2008-03-19,RMB,200771000000,146750000000,31975000000,766640000000,1067680000000,738204000000,0.198276527,0.13744755,0.198793287,0.041707972,0.029948112,0.043314585,0.240055335,0.175464188,0.446548552
857,2008,Interim,2008-06-30,2008-08-27,RMB,170522000000,119358000000,-13425000000,768812000000,1123820000000,757243000000,0.163651873,0.1062074,0.157621794,-0.017462006,-0.011945863,-0.017728787,0.171384751,0.119961888,0.442659897
857,2008,Final,2008-12-31,2009-03-25,RMB,159571000000,114453000000,-43145000000,864794000000,1196235000000,790910000000,0.14441674,0.095677689,0.144710523,-0.049890494,-0.036067328,-0.054551087,0.148769723,0.106705737,0.449913938
857,2009,Interim,2009-06-30,2009-08-28,RMB,146690000000,110516000000,-5776000000,847882000000,1290589000000,813624000000,0.14111075,0.085632219,0.135831785,-0.006812269,-0.004475476,-0.007099102,0.156629388,0.118004318,0.453255637
857,2009,3rdQuarterly,2009-09-30,2009-10-28,RMB,118665000000,83268000000,-70629000000,783520000000,1424451000000,822552000000,0.118869204,0.058456205,0.10123129,-0.0901432,-0.049583313,-0.085865696,0.102562042,0.07196845,0.618412836
857,2009,Final,2009-12-31,2010-03-25,RMB,143444000000,103387000000,4410000000,941398000000,1450288000000,847223000000,0.115950322,0.07128722,0.122030445,0.004684522,0.003040775,0.005205241,0.140731402,0.1014319,0.449998549
857,2010,1stQuarterly,2010-03-31,2010-04-27,RMB,161587000000,116905000000,-3755000000,905925000000,1536951000000,881579000000,0.137260269,0.076062932,0.132608649,-0.004144935,-0.002443149,-0.004259403,0.139768447,0.101119708,0.397964159
857,2010,Interim,2010-06-30,2010-08-26,RMB,166379000000,118216000000,9534000000,962127000000,1564461000000,891318000000,0.131095286,0.075563405,0.132630554,0.009909295,0.006094112,0.010696519,0.129096559,0.091725992,0.450006767
857,2010,3rdQuarterly,2010-09-30,2010-10-27,RMB,167540000000,122069000000,51970000000,985208000000,1582784000000,899559000000,0.132216418,0.077122968,0.135698715,0.052750282,0.03283455,0.057772753,0.12102387,0.088177527,0.381128706
857,2010,Final,2010-12-31,2011-03-17,RMB,187777000000,139992000000,59676000000,1074999000000,1656487000000,938926000000,0.139139537,0.084511379,0.149098012,0.05551261,0.036025637,0.063557724,0.128139128,0.095530618,0.449997143
857,2011,1stQuarterly,2011-03-31,2011-04-27,RMB,196405000000,144503000000,57883000000,1019558000000,1770687000000,977307000000,0.15157271,0.081608438,0.14785835,0.056772641,0.032689572,0.059227039,0.123323496,0.09073402,0.435949427
857,2011,Interim,2011-06-30,2011-08-25,RMB,196300000000,140669000000,40426000000,1034078000000,1809375000000,974142000000,0.147020966,0.077744525,0.144402972,0.039093763,0.022342522,0.041499083,0.113280608,0.081177126,0.449992536
857,2011,3rdQuarterly,2011-09-30,2011-10-27,RMB,196495000000,143368000000,26338000000,1028125000000,1873069000000,978017000000,0.152249929,0.076541761,0.146590499,0.025617508,0.014061415,0.026930002,0.10340623,0.075447947,0.439400703
857,2011,Final,2011-12-31,2012-03-29,RMB,182461000000,132961000000,22180000000,1172362000000,1917586000000,1002745000000,0.123314517,0.069337699,0.132597021,0.018919071,0.011566626,0.022119283,0.091055537,0.066353003,0.449996616
857,2012,1stQuarterly,2012-03-31,2012-04-26,RMB,184134000000,135111000000,-41036000000,1236240000000,2034273000000,1044063000000,0.120228041,0.066417339,0.129408858,-0.033194202,-0.020172317,-0.039304142,0.088376826,0.064847781,0.44283589
857,2012,Interim,2012-06-30,2012-08-23,RMB,175622000000,128980000000,-86414000000,1291407000000,2051494000000,1040833000000,0.111337822,0.062871254,0.123919976,-0.066914613,-0.042122473,-0.083023886,0.083698994,0.061470068,0.45
857,2012,3rdQuarterly,2012-09-30,2012-10-30,RMB,170016000000,116511000000,-53557000000,1293880000000,2109665000000,1040227000000,0.103274299,0.055227252,0.11200536,-0.041392556,-0.025386495,-0.051485878,0.080226349,0.054978662,0.513530911
857,2012,Final,2012-12-31,2013-03-21,RMB,174519000000,115326000000,-72456000000,1407598000000,2168896000000,1064010000000,0.097084314,0.053172674,0.108388079,-0.051474924,-0.033406858,-0.068097104,0.079496797,0.052533235,0.450002601
857,2013,1stQuarterly,2013-03-31,2013-04-25,RMB,172748000000,112190000000,-71834000000,1438589000000,2297181000000,1100971000000,0.094032901,0.048838119,0.101900958,-0.04993365,-0.031270501,-0.065246042,0.078169628,0.050766727,0.462581335
857,2013,Interim,2013-06-30,2013-08-22,RMB,183760000000,118822000000,-25251000000,1391362000000,2341474000000,1101128000000,0.101812583,0.050746666,0.107909344,-0.018148404,-0.010784232,-0.022931939,0.081680877,0.052816092,0.450000842
857,2013,3rdQuarterly,2013-09-30,2013-10-29,RMB,188381000000,123658000000,-47187000000,1369838000000,2379017000000,1103413000000,0.106759425,0.051978611,0.112068645,-0.034447139,-0.019834663,-0.042764586,0.082630095,0.054240461,0.419681703
857,2013,Final,2013-12-31,2014-03-20,RMB,188642000000,129599000000,-15571000000,1450150000000,2342110000000,1132735000000,0.10393871,0.055334293,0.114412462,-0.01073751,-0.006648279,-0.013746375,0.083539256,0.057392331,0.450003472
857,2014,1stQuarterly,2014-03-31,2014-04-24,RMB,187726000000,127830000000,-21264000000,1510808000000,2382476000000,1167352000000,0.098471829,0.053654266,0.109504246,-0.014074588,-0.008925169,-0.018215585,0.083552311,0.056894047,0.456230932
857,2014,Interim,2014-06-30,2014-08-28,RMB,191862000000,132201000000,20192000000,1477668000000,2426390000000,1175451000000,0.103697448,0.054484646,0.112468321,0.013664774,0.008321828,0.017178087,0.083021347,0.057205205,0.45000416
857,2014,3rdQuarterly,2014-09-30,2014-10-29,RMB,190369000000,130358000000,46232000000,1505260000000,2392099000000,1171756000000,0.100480435,0.054495236,0.111250124,0.030713631,0.019326959,0.039455313,0.081707361,0.055950329,0.44738336
857,2014,Final,2014-12-31,2015-03-26,RMB,169833000000,107172000000,49926000000,1548354000000,2405473000000,1175894000000,0.083285323,0.0445534,0.091140868,0.032244564,0.02075517,0.042457909,0.074391514,0.046944277,0.450005598
857,2015,1stQuarterly,2015-03-31,2015-04-27,RMB,131561000000,79074000000,79846000000,1550100000000,2394256000000,1178778000000,0.063533917,0.033026544,0.067081333,0.051510225,0.033348982,0.067736249,0.060785427,0.03653474,0.609909705
857,2015,Interim,2015-06-30,2015-08-27,RMB,113868000000,64454000000,53416000000,1554922000000,2385332000000,1182011000000,0.05415356,0.027020977,0.054529103,0.034352849,0.022393528,0.045190781,0.056746227,0.032120713,0.45001086
857,2015,3rdQuarterly,2015-09-30,2015-10-29,RMB,87619000000,41726000000,35627000000,1549247000000,2372443000000,1169353000000,0.040474144,0.017587778,0.03568298,0.022996333,0.01501701,0.030467275,0.047787342,0.022757332,1.155826104
857,2015,Final,2015-12-31,2016-03-23,RMB,79252000000,35517000000,43562000000,1688341000000,2393844000000,1179716000000,0.034172609,0.014836806,0.030106398,0.02580166,0.01819751,0.036925836,0.045931792,0.020584458,0.450009854
857,2016,1stQuarterly,2016-03-31,2016-04-28,RMB,62688000000,15582000000,78343000000,1641314000000,2393227000000,1169137000000,0.022615226,0.006510874,0.013327779,0.047731878,0.032735298,0.067009256,0.037584491,0.009342163,1.025734822
857,2016,Interim,2016-06-30,2016-08-24,RMB,66677000000,10642000000,66298000000,1646660000000,2418243000000,1182419000000,0.026775555,0.004400716,0.009000194,0.040262106,0.027415773,0.056069803,0.042017908,0.006706279,0.793929712
883,2006,Final,2006-12-31,2007-03-29,RMB,43054341000,30926943000,16184432000,123879882000,155268016000,107771928000,0.243604667,0.199184248,0.286966593,0.130646169,0.104235453,0.150172984,0.484889615,0.348307584,0.366538329
883,2007,Final,2007-12-31,2009-01-06,RMB,41199017000,31258299000,14438261000,131185266000,179793244000,134314738000,0.226658867,0.173856916,0.232724267,0.110060081,0.080304803,0.107495731,0.455568767,0.345646711,0.39570349
883,2008,Interim,2008-06-30,2008-08-27,RMB,53233512000,44248965000,22197485000,127301901000,202508074000,150937083000,0.313251836,0.218504695,0.293161655,0.174368842,0.109612839,0.147064489,0.455238659,0.378405233,0.333795288
883,2008,Final,2008-12-31,2009-03-31,RMB,53865154000,44375254000,19421397000,164789824000,206669014000,160237708000,0.250603827,0.214716532,0.276933904,0.11785556,0.093973434,0.121203662,0.435104905,0.35844863,0.353882729
883,2009,Interim,2009-06-30,2009-08-26,RMB,38017635000,29234840000,1301098000,151629555000,220389952000,164773289000,0.188743953,0.132650512,0.177424631,0.008580768,0.005903618,0.007896292,0.398281978,0.306271284,0.537873783
883,2009,Final,2009-12-31,2010-03-31,RMB,40324580000,29485575000,10441178000,183886567000,242268223000,173935503000,0.15839623,0.121706325,0.169520164,0.056780537,0.043097596,0.060029021,0.38526789,0.281710195,0.533453629
883,2010,Interim,2010-06-30,2010-08-19,RMB,57617250000,43071929000,34089728000,210724881000,283633890000,191502563000,0.20114811,0.151857484,0.224915679,0.161773626,0.120189192,0.178011863,0.394099759,0.294610327,0.372342019
883,2010,Final,2010-12-31,2011-03-23,RMB,71145000000,54410000000,42636000000,212694000000,318430000000,215766000000,0.250676316,0.170869579,0.252171334,0.200456995,0.133894419,0.197602959,0.398392877,0.304681375,0.323553593
883,2011,Interim,2011-06-30,2011-08-24,RMB,88172000000,67765000000,47529399000,254828000000,362427000000,245394000000,0.259873561,0.186975584,0.276147746,0.186515607,0.131141993,0.193686068,0.399192307,0.306801101,0.276072737
883,2011,Final,2011-12-31,2012-03-28,RMB,90607000000,70255000000,79749000000,276398000000,384264000000,262856000000,0.24880396,0.182830034,0.267275619,0.288529584,0.207537006,0.303394254,0.377925989,0.293036855,0.274670842
883,2012,Interim,2012-06-30,2012-08-21,RMB,84328000000,62781000000,58025000000,331093000000,414221000000,284225000000,0.186586124,0.15156402,0.220884862,0.175252875,0.140082227,0.20415164,0.361689899,0.269273,0.246396203
883,2012,Final,2012-12-31,2013-03-22,RMB,87141000000,63691000000,38243000000,314112000000,456070000000,309780000000,0.195949598,0.139651808,0.205600749,0.121749567,0.083853356,0.123452127,0.354888106,0.259386263,0.264197453
883,2013,Interim,2013-06-30,2013-08-20,RMB,88269000000,66205000000,-103230000000,478052000000,614574000000,329616000000,0.131826766,0.107725026,0.200854934,-0.215938852,-0.167970008,-0.313182612,0.332603584,0.249464934,0.306004078
883,2013,Final,2013-12-31,2014-03-28,RMB,78503000000,56461000000,31175000000,489229000000,621473000000,341620000000,0.112056546,0.090850286,0.165274281,0.063722715,0.05016308,0.091256367,0.278438675,0.20025892,0.356210482
883,2014,Interim,2014-06-30,2014-08-28,RMB,81316000000,55671000000,178532000000,503010000000,663212000000,366495000000,0.110113761,0.083941485,0.151901117,0.354927337,0.269192958,0.487133522,0.289048531,0.19788997,0.360708448
883,2014,Final,2014-12-31,2015-03-27,RMB,80915000000,60199000000,14835000000,532415000000,662859000000,379610000000,0.110878069,0.090817202,0.158581175,0.027863603,0.022380325,0.039079582,0.301389711,0.22422739,0.335072011
883,2015,Interim,2015-06-30,2015-08-26,RMB,46140000000,41339000000,4387000000,533886000000,671839000000,382971000000,0.076526467,0.061531111,0.107942899,0.00821711,0.006529838,0.011455175,0.209585326,0.187777369,0.486538136
883,2015,Final,2015-12-31,2016-03-24,RMB,17456000000,20246000000,12421000000,543247000000,664362000000,386041000000,0.037977753,0.03047435,0.052445207,0.022864369,0.018696133,0.032175339,0.103893012,0.120498277,0.915835227
902,2006,Final,2006-12-31,2007-04-03,RMB,8558411000,6071154000,-4503862000,77771054000,113938822000,43457509000,0.094566304,0.053284332,0.139703221,-0.057911804,-0.039528774,-0.103638292,0.193186004,0.137042026,0.555991003
902,2007,Final,2007-12-31,2008-03-25,RMB,7922311000,6161127000,-2144477000,74506314000,124296129000,46928580000,0.094152813,0.049568133,0.131287309,-0.028782487,-0.017252967,-0.04569661,0.159185321,0.123797333,0.587005429
902,2008,Interim,2008-06-30,2008-08-28,RMB,4918311000,2741938000,-14032629000,88479778000,154692608000,42321152000,0.048070615,0.017725074,0.064788832,-0.158597019,-0.09071299,-0.331574835,0.085625742,0.047735996,2.621120171
902,2008,Final,2008-12-31,2009-03-31,RMB,-1236226000,-3937688000,-22707627000,99931183000,165917758000,36829320000,-0.01175186,-0.02373277,-0.106917206,-0.227232645,-0.136860739,-0.616563841,-0.018223984,-0.058047931,-0.306153763
902,2009,Interim,2009-06-30,2009-08-11,RMB,1987391000,-1523503000,-12982613000,95811090000,175845839000,38912741000,0.01784516,-0.008663856,-0.039151778,-0.135502195,-0.073829515,-0.333633989,0.028138456,-0.021570503,1.327967848
902,2009,Final,2009-12-31,2010-03-23,RMB,9173703000,4929544000,-7445108000,115442563000,197887179000,42124183000,0.071193114,0.024910881,0.117024086,-0.064491881,-0.037622993,-0.176741897,0.119351514,0.064134248,0.569440906
902,2010,Interim,2010-06-30,2010-08-10,RMB,9684909000,4991630000,-2203649000,121201732000,206565272000,40926544000,0.067584204,0.024164904,0.121965588,-0.018181663,-0.010668052,-0.053844004,0.105148426,0.054193802,0.493917017
902,2010,Final,2010-12-31,2011-03-30,RMB,8628991000,3347985000,-2637500000,110342378000,227938213000,53789133000,0.062376458,0.014688125,0.062242777,-0.023902874,-0.011571118,-0.049034068,0.082718046,0.032093993,0.839632495
902,2011,Interim,2011-06-30,2011-08-09,RMB,9204412000,2546414000,-18478980000,134619695000,255973713000,52100042000,0.049838102,0.009947951,0.048875469,-0.137268028,-0.072190928,-0.354682632,0.077012506,0.021305622,1.103935574
902,2011,Final,2011-12-31,2012-03-21,RMB,8747602000,1180512000,4275523000,128834594000,257415874000,50882929000,0.0391234,0.004586011,0.023200551,0.033186141,0.016609399,0.084026668,0.06556402,0.008848038,0.595391661
902,2012,Interim,2012-06-30,2012-07-31,RMB,11467735000,2171583000,28144428000,135517560000,261411222000,52123574000,0.054937695,0.008307153,0.041662205,0.207681041,0.107663427,0.539955836,0.083983734,0.015903546,0.323665731
902,2012,Final,2012-12-31,2013-03-19,RMB,16956940000,5512454000,11453468000,129305771000,259100372000,56130134000,0.09405217,0.021275361,0.09820846,0.088576619,0.044204753,0.204052034,0.126575822,0.041147955,0.535447733
902,2013,Interim,2013-06-30,2013-07-31,RMB,21761331000,9013231000,18263016000,161583274000,262514602000,57817146000,0.099294433,0.034334208,0.155892008,0.113025411,0.069569524,0.315875433,0.166309346,0.068882945,0.327477572
902,2013,3rdQuarterly,2013-09-30,2013-10-23,RMB,30290471533,13288737744,28218799240,116917090824,255668125034,60613893306,0.191634076,0.051976513,0.219235839,0.24135735,0.11037277,0.46555002,0.227075978,0.099620539,0.222115227
902,2013,Final,2013-12-31,2014-03-18,RMB,24111039000,10426024000,22548047000,138473274000,262232760000,62450665000,0.128921425,0.039758663,0.166948166,0.162833205,0.085984859,0.361053753,0.18015782,0.07790331,0.512280233
902,2014,1stQuarterly,2014-03-31,2014-04-23,RMB,28852923093,13666449915,23188126516,112330255369,259747520520,65743668887,0.191803244,0.052614361,0.207874768,0.206428147,0.089271792,0.352705088,0.211838592,0.100339279,0.390814442
902,2014,Interim,2014-06-30,2014-07-30,RMB,26213640000,11611656000,16458861000,172163446000,265576860000,64368873000,0.111493621,0.043722394,0.180392408,0.095600207,0.061974003,0.255695963,0.195076702,0.086411638,0.459972807
902,2014,3rdQuarterly,2014-09-30,2014-10-21,RMB,27693048483,12576456543,12751981858,112038968188,261839336095,66794158448,0.181990493,0.048031196,0.188286773,0.11381738,0.048701551,0.190914627,0.197414691,0.089653448,0.424686078
902,2014,Final,2014-12-31,2015-03-25,RMB,25274642000,10757317000,13461851000,133101307000,275171768000,70129491000,0.135192606,0.039093098,0.153392201,0.101139886,0.048921628,0.191957061,0.201541152,0.085779338,0.509420704
902,2015,1stQuarterly,2015-03-31,2015-04-22,RMB,26719881273,11631620958,14618093496,125408335709,294379004095,70364642335,0.152596243,0.0395124,0.165304911,0.11656397,0.049657392,0.207747713,0.2171401,0.094524796,0.47112952
902,2015,Interim,2015-06-30,2015-08-26,RMB,28369435000,12899729000,17451341000,194614978000,305630652000,74741088000,0.106482693,0.042206922,0.172592203,0.089671109,0.057099446,0.233490594,0.224963552,0.102292092,0.424815126
902,2015,3rdQuarterly,2015-09-01,2015-10-21,RMB,27671308012,12654963662,19687716896,117640499129,297296701887,74569062758,0.172626354,0.042566781,0.169707962,0.167354925,0.066222453,0.264019905,0.236562363,0.108187445,0.433031666
902,2015,Final,2015-12-31,2016-03-22,RMB,29142926000,13651933000,18171423000,198664126000,308866354000,84141948000,0.110280068,0.04420013,0.162248835,0.091468064,0.05883264,0.21596152,0.226080871,0.105907036,0.523295859
902,2016,1stQuarterly,2016-03-31,2016-04-27,RMB,27948435305,12565420886,21111728183,125936715825,297904388776,83788102361,0.166596524,0.042179375,0.149966648,0.167637595,0.070867463,0.251965704,0.226394566,0.101785412,0.568544426
902,2016,Interim,2016-06-30,2016-08-03,RMB,24368769000,10877989000,17626435000,149517532000,307107004000,84173822000,0.122647552,0.035420843,0.129232447,0.11788875,0.057395093,0.209405188,0.209131309,0.093354247,0.656739035
939,2006,Final,2006-12-31,2007-04-13,RMB,nan,46322000000,402741000000,nan,5448511000000,330109000000,nan,0.008501772,0.140323348,nan,0.073917626,1.220024295,nan,0.305568199,0.446245844
939,2007,Final,2007-12-31,2008-04-11,RMB,100837000000,69053000000,281389000000,nan,6598177000000,420977000000,nan,0.010465466,0.164030339,nan,0.042646476,0.66841894,0.456861048,0.312857641,0.674597773
939,2008,Interim,2008-06-30,2008-08-22,RMB,nan,93499000000,24628000000,nan,7057706000000,454030000000,nan,0.013247789,0.205931326,nan,0.003489519,0.054243112,nan,0.364281345,0.162461631
939,2008,3rdQuarterly,2008-09-30,2008-11-14,RMB,125752000000,96260000000,16371000000,nan,7323631000000,478158000000,nan,0.013143753,0.20131421,nan,0.002235367,0.034237637,0.482220441,0.369127645,0.483928942
939,2008,Final,2008-12-31,2009-03-27,RMB,119757000000,92599000000,162947000000,nan,7555452000000,465966000000,nan,0.012255918,0.1987248,nan,0.02156681,0.349697188,0.443960452,0.343280926,0.490102485
939,2009,Interim,2009-06-30,2009-08-21,RMB,116561000000,89738000000,139672000000,nan,9110171000000,504776000000,nan,0.009850309,0.177777866,nan,0.015331436,0.276700953,0.439064172,0.33802679,0.505727785
939,2009,3rdQuarterly,2009-09-30,2009-10-23,RMB,122649000000,94484000000,287422000000,nan,9353972000000,533592000000,nan,0.01010095,0.17707162,nan,0.030727268,0.538655002,0.456628332,0.351768635,0.480324711
939,2009,Final,2009-12-31,2010-03-26,RMB,138742000000,106756000000,401534000000,nan,9623355000000,555475000000,nan,0.011093428,0.192188667,nan,0.041724949,0.722866016,0.515168168,0.396399742,0.442176552
939,2010,1stQuarterly,2010-03-31,2010-04-29,RMB,142622000000,109802000000,565594000000,nan,10124382000000,592099000000,nan,0.010845304,0.185445339,nan,0.055864546,0.955235526,0.509970787,0.392616934,0.429910202
939,2010,Interim,2010-06-30,2010-08-21,RMB,158469000000,121691000000,649554000000,nan,10235981000000,576326000000,nan,0.011888553,0.211149592,nan,0.063457914,1.127060032,0.543494962,0.417358887,0.38790872
939,2010,3rdQuarterly,2010-09-30,2010-10-29,RMB,170975000000,131136000000,493302000000,nan,10579050000000,620509000000,nan,0.01239582,0.211336177,nan,0.046630085,0.794995721,0.556976252,0.42719484,0.359969802
939,2010,Final,2010-12-31,2011-03-25,RMB,175190000000,134844000000,238909000000,nan,10810317000000,696792000000,nan,0.01247364,0.193521166,nan,0.022100092,0.342869895,0.537755541,0.413911228,0.393432411
939,2011,1stQuarterly,2011-03-31,2011-04-28,RMB,190771000000,146865000000,-96896000000,nan,11312516000000,744886000000,nan,0.012982523,0.197164398,nan,-0.00856538,-0.13008165,0.549865827,0.423314051,0.361229701
939,2011,Interim,2011-06-30,2011-08-19,RMB,203800000000,156928000000,-28815000000,nan,11754766000000,733598000000,nan,0.013350159,0.213915523,nan,-0.002451346,-0.039279006,0.551853366,0.424932508,0.338065865
939,2011,3rdQuarterly,2011-09-30,2011-10-28,RMB,211815000000,163357000000,-81290000000,nan,11772330000000,773545000000,nan,0.013876352,0.211179699,nan,-0.006905175,-0.105087616,0.546601017,0.421552309,0.324761106
939,2011,Final,2011-12-31,2012-03-23,RMB,219131000000,169258000000,101702000000,nan,12281834000000,811141000000,nan,0.013781167,0.208666557,nan,0.008280685,0.125381407,0.548646355,0.423777488,0.349336516
939,2012,1stQuarterly,2012-03-31,2012-04-27,RMB,224690000000,173585000000,529970000000,nan,13277382000000,863454000000,nan,0.013073737,0.201035608,nan,0.039915248,0.613779078,0.544553856,0.420696876,0.340628511
939,2012,Interim,2012-06-30,2012-08-24,RMB,236837000000,182716000000,503747000000,nan,13505745000000,863526000000,nan,0.013528761,0.211592934,nan,0.03729872,0.583360547,0.550823431,0.424951566,0.323606033
939,2012,3rdQuarterly,2012-09-30,2012-10-26,RMB,244178000000,188437000000,389941000000,nan,13296482000000,908760000000,nan,0.014171944,0.207356178,nan,0.029326629,0.429091289,0.549920725,0.424384718,0.313781264
939,2012,Final,2012-12-31,2013-03-22,RMB,251467000000,193179000000,333874000000,nan,13972828000000,941668000000,nan,0.013825333,0.20514555,nan,0.023894519,0.354555958,0.543673641,0.417654524,0.346844119
939,2013,1stQuarterly,2013-03-31,2013-04-26,RMB,262013000000,201247000000,-47255000000,nan,14676634000000,1002812000000,nan,0.013712068,0.20068268,nan,-0.003219744,-0.047122492,0.547436578,0.420475202,0.332939125
939,2013,Interim,2013-06-30,2013-08-23,RMB,268139000000,206607000000,68046000000,nan,14859214000000,992374000000,nan,0.013904302,0.208194693,nan,0.004579381,0.068568906,0.550561775,0.424219963,0.324301694
939,2013,3rdQuarterly,2013-09-30,2013-10-25,RMB,274569000000,211470000000,124489000000,nan,14995769000000,1041367000000,nan,0.014101978,0.203069619,nan,0.008301608,0.11954383,0.550264943,0.423807959,0.316843997
939,2013,Final,2013-12-31,2014-03-28,RMB,279866000000,214657000000,7523000000,nan,15363210000000,1065951000000,nan,0.013972145,0.201376048,nan,0.000489676,0.007057548,0.547532966,0.41995735,0.349408591
939,2014,1stQuarterly,2014-03-31,2014-04-25,RMB,288289000000,220857000000,400533000000,nan,16141448000000,1139141000000,nan,0.013682601,0.193880301,nan,0.024813945,0.351609678,0.540726736,0.414248496,0.339599832
939,2014,Interim,2014-06-30,2014-08-29,RMB,294240000000,225608000000,22683000000,nan,16399790000000,1137914000000,nan,0.013756762,0.198264544,nan,0.001383127,0.019933844,0.549406229,0.421256255,0.332448317
939,2014,3rdQuarterly,2014-09-30,2014-10-23,RMB,296554000000,228473000000,456904000000,nan,16735863000000,1197823000000,nan,0.013651701,0.190740201,nan,0.027300893,0.381445339,0.541479055,0.417169703,0.32827949
