symbol,financialYear,reportType,financialYearEnd,reportingDate,currency,operatingIncome,netIncome,freeCashFlow,investedCapital,totalAssets,totalEquity,returnOnCapital,returnOnAssets,returnOnEquity,freeCashFlowToCapital,freeCashFlowToAssets,freeCashFlowToEquity,operatingProfitMargin,netProfitMargin,payoutRatio
1,2007,Final,2007-12-31,2009-01-06,HKD,13487000000,27678000000,214000000,79388000000,276622000000,227203000000,0.162915526,0.100057118,0.121820575,0.002695622,0.000773619,0.000941889,0.873397228,1.792384406,0.205036491
1,2008,Final,2008-12-31,2009-03-26,HKD,7880000000,13029000000,-4514000000,84393000000,283663000000,225133000000,0.087679783,0.045931264,0.057872458,-0.053487849,-0.015913249,-0.02005037,0.479435386,0.792711122,0.435566812
1,2009,Final,2009-12-31,2010-03-30,HKD,14656000000,19618000000,12806000000,79582000000,296963000000,243092000000,0.170199753,0.066062102,0.080701956,0.160915785,0.043123217,0.052679644,0.603301363,0.807557733,0.318788867
1,2010,Interim,2010-06-30,2010-08-05,HKD,14531000000,20444000000,16672000000,79386000000,306558000000,250296000000,0.17508106,0.066688848,0.081679292,0.210011841,0.054384488,0.066609135,0.49979363,0.703171218,0.305908824
1,2010,Final,2010-12-31,2011-03-29,HKD,17893000000,26836000000,8495000000,74819000000,330951000000,269637000000,0.230314101,0.081087533,0.0995264,0.113540678,0.025668452,0.03150532,0.544472507,0.816602258,0.254620659
1,2011,Interim,2011-06-30,2011-08-04,HKD,19337000000,47752000000,4021000000,81740000000,357139000000,297288000000,0.228059677,0.133707044,0.160625387,0.049192562,0.011258922,0.013525605,0.500336369,1.235561995,0.14455939
1,2011,Final,2011-12-31,2012-03-29,HKD,19854000000,46055000000,-7249000000,96391000000,373186000000,311073000000,0.198123017,0.12341031,0.148052065,-0.075204117,-0.01942463,-0.023303212,0.468707949,1.087254184,0.158918684
1,2012,Interim,2012-06-30,2012-08-02,HKD,19389000000,28194000000,-5324000000,94483000000,383398000000,320919000000,0.196462832,0.07353716,0.087853944,-0.056348761,-0.013886353,-0.016589856,0.570717923,0.829894328,0.25959424
1,2012,Final,2012-12-31,2013-03-26,HKD,20624000000,32036000000,-3345000000,106288000000,406725000000,339495000000,0.186921427,0.078765751,0.094363687,-0.031471097,-0.00822423,-0.00985287,0.663023211,1.029897769,0.228461731
1,2013,Interim,2013-06-30,2013-08-01,HKD,17797000000,30050000000,-6295000000,110820000000,410612000000,344306000000,0.155473875,0.073183443,0.087277015,-0.056803826,-0.015330775,-0.018283155,0.634677793,1.071645091,0.247387687
1,2013,Final,2013-12-31,2014-02-28,HKD,21845000000,35260000000,6928000000,109734000000,428837000000,369729000000,0.190991328,0.082222383,0.095367147,0.063134489,0.016155322,0.018738049,0.676022777,1.091167915,0.228587635
1,2014,Interim,2014-06-30,2014-07-31,HKD,21921000000,43193000000,3846000000,109411000000,444528000000,387623000000,0.19238685,0.097165983,0.111430436,0.035151859,0.008651873,0.009922012,0.676386189,1.332747076,0.565091566
1,2014,Final,2014-12-31,2015-02-26,HKD,22257000000,53869000000,2297000000,108744000000,457941000000,394145000000,0.19984628,0.117633058,0.136673052,0.021123004,0.00501593,0.005827804,0.712954065,1.725574989,0.458074217
1,2015,Interim,2015-06-30,2015-08-25,HKD,118843000000,134382000000,-8883000000,524296000000,1079536000000,440389000000,0.223211741,0.124481259,0.305143861,-0.016942719,-0.008228535,-0.020170804,2.207008617,2.495580152,0.072085547
1,2015,Final,2015-12-31,2016-03-17,HKD,128520000000,118570000000,22055000000,475034000000,1032944000000,428588000000,0.262886446,0.114788411,0.276652636,0.046428256,0.021351593,0.051459677,0.729837473,0.67333356,0.083005819
1,2016,Interim,2016-06-30,2016-08-11,HKD,44618000000,31633000000,21482000000,452399000000,1062717000000,430462000000,0.090950687,0.029766156,0.073486161,0.047484632,0.020214224,0.049904521,0.165726936,0.117496081,11.8069105
2,2007,Final,2007-12-31,2009-01-06,HKD,13304000000,10608000000,8191000000,89778000000,136277000000,63901000000,0.13735327,0.077841455,0.166006792,0.09123616,0.06010552,0.128182658,0.261946484,0.208864124,0.563065611
2,2008,Final,2008-12-31,2009-02-26,HKD,13307000000,10423000000,8669000000,91535000000,132831000000,63017000000,0.128732418,0.078468129,0.165399813,0.094706943,0.06526338,0.137566054,0.245077997,0.191962724,0.572867696
2,2009,Final,2009-12-31,2010-02-25,HKD,10847000000,8196000000,7080000000,100992000000,156531000000,70761000000,0.089256732,0.052360235,0.115826515,0.070104563,0.045230657,0.100055115,0.214079893,0.161758901,0.728038067
2,2010,Interim,2010-06-30,2010-08-16,HKD,12155000000,10882000000,5817000000,110101000000,160302000000,71987000000,0.103096811,0.067884368,0.151166183,0.052833308,0.036287757,0.080806257,0.221875399,0.198638264,0.548336703
2,2010,Final,2010-12-31,2011-02-24,HKD,12397000000,10332000000,5948000000,120424000000,179355000000,79661000000,0.095172412,0.057606423,0.129699602,0.049392148,0.03316328,0.074666399,0.212241055,0.176887519,0.577526132
2,2011,Interim,2011-06-30,2011-08-16,HKD,13519000000,10211000000,3976000000,153330000000,214879000000,82771000000,0.073657148,0.047519767,0.123364463,0.025930998,0.018503437,0.048036148,0.189156289,0.142871135,0.584369797
2,2011,Final,2011-12-31,2012-02-27,HKD,13188000000,9288000000,5953000000,144794000000,214288000000,81259000000,0.077342768,0.043343538,0.114301185,0.041113582,0.02778037,0.073259577,0.143920379,0.101359757,0.652777778
2,2012,Interim,2012-06-30,2012-08-14,HKD,11422000000,6844000000,16456000000,149367000000,217020000000,79927000000,0.065257801,0.031536264,0.085628136,0.110171591,0.075827113,0.205887873,0.117616772,0.070475327,0.89289889
2,2012,Final,2012-12-31,2013-02-25,HKD,13101000000,8312000000,14859000000,153216000000,228756000000,91127000000,0.07101581,0.036335659,0.091213362,0.096980733,0.064955673,0.16305815,0.124936821,0.079266839,0.758060635
2,2013,Interim,2013-06-30,2013-08-12,HKD,13920000000,8723000000,7027000000,150440000000,214763000000,86733000000,0.076337172,0.040616866,0.100573023,0.046709652,0.032719789,0.081018759,0.126074395,0.079004809,0.737017081
2,2013,Final,2013-12-31,2014-02-27,HKD,8906000000,6060000000,12559000000,145036000000,211685000000,87361000000,0.063844839,0.028627442,0.069367338,0.086592294,0.05932872,0.143759801,0.085200421,0.057973787,1.071452145
2,2014,Interim,2014-06-30,2014-08-14,HKD,11896000000,9014000000,14065000000,164763000000,225272000000,90824000000,0.069748032,0.04001385,0.099246895,0.085365039,0.062435633,0.154859949,0.119048096,0.090206753,0.725870868
2,2014,Final,2014-12-31,2015-02-26,HKD,14895000000,11221000000,12774000000,153518000000,214663000000,88013000000,0.087707049,0.052272632,0.12749253,0.083208484,0.059507228,0.14513765,0.161447664,0.121624991,0.589876125
2,2015,Interim,2015-06-30,2015-08-13,HKD,13526000000,10223000000,11125000000,154282000000,214207000000,88132000000,0.078006096,0.047724864,0.11599646,0.072108217,0.051935744,0.126231108,0.158864015,0.120070001,0.652548176
2,2015,Final,2015-12-31,2016-02-29,HKD,22020000000,15670000000,8297000000,151105000000,203964000000,93118000000,0.120069452,0.076827283,0.168281106,0.054908838,0.040678747,0.089102,0.272862454,0.19417596,0.43535418
2,2016,Interim,2016-06-30,2016-08-01,HKD,22211000000,16072000000,10004000000,153842000000,206786000000,95391000000,0.119298355,0.077722863,0.168485497,0.065027756,0.048378517,0.104873625,0.279784849,0.202453833,0.430686909
3,2006,Final,2006-12-31,2009-01-06,HKD,6804200000,5862600000,2298000000,19112300000,36162700000,20693700000,0.308157574,0.16211732,0.283303614,0.120236706,0.06354614,0.11104829,0.505313658,0.435385769,0.328881384
3,2007,Final,2007-12-31,2009-01-06,HKD,10308000000,9269600000,3254000000,18038000000,43245100000,28777200000,0.517446502,0.214350296,0.32211612,0.18039694,0.075245519,0.113075629,0.724614249,0.651618572,0.228801674
3,2008,Final,2008-12-31,2009-03-17,HKD,4957400000,4302500000,2099000000,18048500000,51954000000,30651600000,0.24349946,0.082813643,0.140367876,0.116297753,0.040401124,0.068479296,0.401337414,0.348318518,0.542242882
3,2009,Final,2009-12-31,2010-03-16,HKD,6159900000,5275100000,1254000000,27459700000,67071500000,33865000000,0.196990499,0.078648905,0.155768493,0.045666923,0.018696466,0.037029381,0.498704642,0.427071358,0.433224015
3,2010,Interim,2010-06-30,2010-08-24,HKD,6493700000,5293200000,1306000000,22381700000,68919900000,34393500000,0.249395712,0.076802201,0.153901173,0.058351242,0.018949534,0.037972291,0.393474112,0.320731966,0.445836167
3,2010,Final,2010-12-31,2011-03-15,HKD,7086700000,5584800000,1034000000,29572500000,72664100000,37464100000,0.204510948,0.076857761,0.14907071,0.034964917,0.01422986,0.027599755,0.36575761,0.288241791,0.450114597
3,2011,Interim,2011-06-30,2011-08-23,HKD,7394800000,5788300000,1269000000,26755500000,77314300000,39280300000,0.235166601,0.074867133,0.147358854,0.0474295,0.016413522,0.032306271,0.380494682,0.297833257,0.449181971
3,2011,Final,2011-12-31,2012-03-19,HKD,8068700000,6149600000,378000000,35738200000,85088900000,41584100000,0.188165604,0.072272647,0.147883446,0.010576918,0.004442413,0.009090013,0.359779371,0.274207644,0.674482893
3,2012,Interim,2012-06-30,2012-08-21,HKD,9169900000,7047000000,45000000,36195400000,91412500000,42362000000,0.21195511,0.077090113,0.166351919,0.001243252,0.000492274,0.001062273,0.374416117,0.287736003,0.602043423
3,2012,Final,2012-12-31,2013-03-18,HKD,9885600000,7712100000,850000000,43424700000,98937200000,45201800000,0.193461325,0.077949447,0.170614887,0.019574113,0.008591308,0.018804561,0.396653626,0.309443274,0.394406193
3,2013,Interim,2013-06-30,2013-08-21,HKD,9450200000,7211800000,1366000000,40734200000,102881500000,47533100000,0.196022016,0.070098123,0.151721642,0.033534475,0.013277411,0.028737869,0.370086665,0.282426934,0.436229513
3,2013,Final,2013-12-31,2014-03-19,HKD,9410800000,6853800000,1906000000,51150400000,106395200000,49867600000,0.151623448,0.06441832,0.137439941,0.037262661,0.017914342,0.03822121,0.333174018,0.242647605,0.488181739
3,2014,Interim,2014-06-30,2014-08-25,HKD,9781100000,6960400000,2247000000,46539600000,110723400000,50790100000,0.170469879,0.062862954,0.137042455,0.048281464,0.020293813,0.044240905,0.316470809,0.225206104,0.49718407
3,2014,Final,2014-12-31,2015-03-18,HKD,9874600000,7109200000,1930000000,54632600000,114410900000,52628200000,0.148321698,0.062137436,0.135083472,0.035326893,0.016869022,0.036672354,0.312342043,0.224870076,0.517596917
3,2015,Interim,2015-06-30,2015-08-13,HKD,10392700000,7579700000,1719000000,41832200000,116642800000,54092700000,0.206338658,0.064982151,0.140124268,0.041092747,0.014737301,0.03177878,0.336444393,0.245378733,0.502051532
3,2015,Final,2015-12-31,2016-03-18,HKD,9906000000,7302000000,2248000000,51032900000,115563300000,52841400000,0.160275038,0.06318615,0.138187103,0.044050015,0.019452542,0.0425424,0.334760555,0.246761717,0.554176938
3,2016,Interim,2016-06-30,2016-08-22,HKD,9829900000,7435600000,2606000000,50599300000,117021300000,53756400000,0.163745348,0.063540569,0.138320274,0.051502689,0.02226945,0.048477949,0.342856445,0.259345811,0.562832858
4,2006,Final,2006-12-31,2009-01-06,HKD,6471000000,10757000000,68000000,97195000000,119277000000,75162000000,0.054878393,0.090185031,0.143117533,0.000699624,0.000570102,0.000904712,0.484211314,0.804923676,0.18202101
4,2007,Final,2007-12-31,2009-01-06,HKD,9516000000,13143000000,462000000,113408000000,146171000000,86364000000,0.0643387,0.089915236,0.152181464,0.004073787,0.003160682,0.005349451,0.587117473,0.810895854,0.159248269
4,2008,Final,2008-12-31,2009-03-25,HKD,7543000000,6247000000,-3999000000,126049000000,168554000000,99494000000,0.05084321,0.037062306,0.062787706,-0.031725757,-0.023725334,-0.040193378,0.473212045,0.391907152,0.352649272
4,2009,Interim,2009-06-30,2009-08-26,HKD,7613000000,4829000000,3071000000,133609000000,173844000000,105416000000,0.042787908,0.027777778,0.045808985,0.022984979,0.017665263,0.0291322,0.459944418,0.291747221,0.456202112
4,2009,Final,2009-12-31,2010-03-23,HKD,8554000000,19256000000,3775000000,143835000000,190461000000,128546000000,0.053521403,0.101102063,0.149798516,0.026245351,0.019820331,0.029366919,0.487324104,1.097020452,0.143020357
4,2010,Interim,2010-06-30,2010-08-30,HKD,8859000000,23173000000,1202000000,153445000000,202296000000,123640000000,0.05472109,0.114549966,0.187423164,0.007833426,0.005941788,0.009721773,0.504383967,1.31934639,0.118845208
4,2010,Final,2010-12-31,2011-03-23,HKD,9372000000,35750000000,-2214000000,181119000000,242768000000,163089000000,0.04860214,0.147259935,0.219205465,-0.012224007,-0.009119818,-0.01357541,0.483591331,1.844685243,0.081958042
4,2011,Interim,2011-06-30,2011-08-25,HKD,9836000000,39160000000,-5886000000,210589000000,281835000000,186554000000,0.043462259,0.138946547,0.209912411,-0.027950178,-0.02088456,-0.031551186,0.479734673,1.909964395,0.077374872
4,2011,Final,2011-12-31,2012-03-22,HKD,11388000000,30568000000,-11990000000,232771000000,317973000000,203257000000,0.044257368,0.096133948,0.150390884,-0.051509853,-0.037707604,-0.058989358,0.47442093,1.273454424,0.105044491
4,2012,Interim,2012-06-30,2012-08-23,HKD,14649000000,39912000000,-4254000000,255543000000,334297000000,224685000000,0.051741839,0.119390841,0.177635356,-0.016646905,-0.012725211,-0.018933173,0.450613676,1.227721554,0.087266987
4,2012,Final,2012-12-31,2013-03-26,HKD,14170000000,47263000000,-1370000000,277934000000,368998000000,248501000000,0.046896244,0.128084705,0.190192394,-0.004929228,-0.003712757,-0.005513056,0.459229971,1.531728027,0.105748683
4,2013,Interim,2013-06-30,2013-08-27,HKD,12009000000,40857000000,-1253000000,290730000000,391168000000,263034000000,0.038329109,0.104448728,0.155329729,-0.004309841,-0.003203227,-0.004763643,0.436913338,1.486465837,0.126049392
4,2013,Final,2013-12-31,2014-03-27,HKD,13280000000,29380000000,1891000000,300484000000,415052000000,275557000000,0.038644653,0.070786311,0.106620409,0.00629318,0.004556056,0.006862464,0.416470662,0.921378618,0.175323349
4,2014,Interim,2014-06-30,2014-08-11,HKD,14324000000,23841000000,-1260000000,317116000000,415048000000,282019000000,0.038049893,0.057441549,0.084536857,-0.003973309,-0.003035793,-0.004467784,0.429866154,0.715473261,0.222431945
4,2014,Final,2014-12-31,2015-03-14,HKD,14283000000,35930000000,7094000000,338195000000,444658000000,305495000000,0.038309905,0.080803674,0.1176124,0.020976064,0.015953834,0.023221329,0.374528005,0.942154395,0.152685778
4,2015,Interim,2015-06-30,2015-08-18,HKD,14634000000,31187000000,9619000000,343487000000,447289000000,308894000000,0.038135618,0.069724496,0.100963437,0.028003971,0.021505112,0.031140132,0.368364085,0.785032849,0.175906628
4,2015,Final,2015-12-31,2016-03-09,HKD,14853000000,16024000000,17320000000,329633000000,443916000000,307728000000,0.036698083,0.036096919,0.05207196,0.052543283,0.03901639,0.056283471,0.363376147,0.392024465,0.359398402
4,2016,Interim,2016-06-30,2016-08-10,HKD,15453000000,15791000000,15934000000,335905000000,439829000000,307012000000,0.037654657,0.035902589,0.051434472,0.047436031,0.036227716,0.051900251,0.359455687,0.367317981,0.370464188
5,2007,Final,2007-12-31,2009-01-06,USD,17107000000,19133000000,88318000000,nan,2354266000000,128160000000,nan,0.008126949,0.14928995,nan,0.037514028,0.689122971,0.195283159,0.218410749,0.554539278
5,2008,Final,2008-12-31,2009-03-02,USD,4079000000,5728000000,27435000000,nan,2527465000000,93591000000,nan,0.002266302,0.061202466,nan,0.01085475,0.293137161,0.046053449,0.064671281,1.345844972
5,2009,Final,2009-12-31,2010-03-01,USD,-3590000000,5834000000,4898000000,nan,2364452000000,128299000000,nan,0.002467379,0.045471905,nan,0.002071516,0.038176447,-0.045656293,0.074194656,1.01011313
5,2010,Interim,2010-06-30,2010-08-02,USD,3201000000,9250000000,54627000000,nan,2418454000000,135943000000,nan,0.003824757,0.068043224,nan,0.02258757,0.401837535,0.040490798,0.117007147,0.639783784
5,2010,Final,2010-12-31,2011-02-28,USD,9787000000,13159000000,53209000000,nan,2454689000000,147667000000,nan,0.005360761,0.089112666,nan,0.021676473,0.360331015,0.122316095,0.16445872,0.480507637
5,2011,Interim,2011-06-30,2011-08-01,USD,9030000000,15611000000,44981000000,nan,2690987000000,160250000000,nan,0.005801217,0.097416537,nan,0.016715428,0.280692668,0.110589935,0.191187097,0.431234386
5,2011,Final,2011-12-31,2012-02-27,USD,13955000000,16797000000,78257000000,nan,2555579000000,158725000000,nan,0.006572679,0.105824539,nan,0.030622023,0.493035124,0.167203844,0.201255676,0.437220932
5,2012,Interim,2012-06-30,2012-07-30,USD,15347000000,16020000000,50569000000,nan,2652334000000,165845000000,nan,0.006039963,0.096596219,nan,0.019065849,0.304917242,0.180931834,0.188866096,0.463108614
5,2012,Final,2012-12-31,2013-03-04,USD,9991000000,14027000000,-10474000000,nan,2692538000000,175242000000,nan,0.005209583,0.080043597,nan,-0.00389001,-0.059768777,0.12103701,0.169931552,0.589791117
5,2013,Interim,2013-06-30,2013-08-05,USD,11320000000,15873000000,-1832000000,nan,2645316000000,174070000000,nan,0.006000417,0.091187453,nan,-0.000692545,-0.010524502,0.142576452,0.19992191,0.549297549
5,2013,Final,2013-12-31,2014-02-24,USD,11198000000,16204000000,43025000000,nan,2671318000000,181871000000,nan,0.00606592,0.089096118,nan,0.016106282,0.236568777,0.1429465,0.206849892,0.566526784
5,2014,Interim,2014-06-30,2014-08-04,USD,8625000000,15666000000,4527000000,nan,2753593000000,190281000000,nan,0.005689294,0.082330869,nan,0.001644034,0.02379113,0.113427144,0.206023146,0.59179114
5,2014,Final,2014-12-31,2015-02-23,USD,7867000000,13688000000,-22849000000,nan,2634139000000,190447000000,nan,0.005196385,0.071873015,nan,-0.008674182,-0.119975636,0.10546566,0.183502473,0.700029223
5,2015,Interim,2015-06-30,2015-08-03,USD,9395000000,13560000000,11487000000,nan,2571713000000,192427000000,nan,0.00527275,0.070468281,nan,0.004466673,0.059695365,0.123358718,0.178046218,0.71320059
5,2015,Final,2015-12-31,2016-02-22,USD,10131000000,13522000000,-2474000000,nan,2409656000000,188460000000,nan,0.005611589,0.071749973,nan,-0.001026703,-0.013127454,0.142505486,0.190204242,0.739461618
6,2007,Final,2007-12-31,2009-01-06,HKD,8235000000,7448000000,7094000000,40689000000,70675000000,48104000000,0.172442973,0.105383799,0.154831199,0.174346875,0.100374956,0.147472144,0.657537528,0.594698179,0.575993555
6,2008,Interim,2008-06-30,2008-08-05,HKD,8276000000,7930000000,7064000000,41386000000,71952000000,48143000000,0.178494137,0.110212364,0.164717612,0.170685739,0.098176562,0.146729535,0.65886474,0.631319162,0.551702396
6,2008,Final,2008-12-31,2009-03-17,HKD,9070000000,8029000000,6592000000,43154000000,68440000000,47327000000,0.18767215,0.117314436,0.16964946,0.152755249,0.096317943,0.139286243,0.710091599,0.62859156,0.560841948
6,2009,Interim,2009-06-30,2009-08-05,HKD,8347000000,7526000000,5655000000,43657000000,71239000000,48567000000,0.165997069,0.10564438,0.154961188,0.129532492,0.079380676,0.116437087,0.718763455,0.648066822,0.598325804
6,2009,Final,2009-12-31,2010-03-03,HKD,6594000000,6697000000,5061000000,43420000000,74949000000,52144000000,0.13394966,0.089354094,0.128432801,0.116559189,0.067525918,0.097058147,0.634343434,0.644252044,0.672390623
6,2010,Interim,2010-06-30,2010-07-28,HKD,6698000000,6783000000,5884000000,43938000000,76511000000,51567000000,0.134531328,0.088653919,0.131537611,0.133915973,0.076903975,0.114103981,0.640711689,0.648842548,0.663865546
6,2010,Final,2010-12-31,2011-03-02,HKD,6682000000,7194000000,4805000000,44166000000,92703000000,56137000000,0.133983765,0.077602667,0.128150774,0.108794095,0.051832195,0.085594171,0.644296596,0.693665027,0.625938282
6,2011,Interim,2011-06-30,2011-07-27,HKD,6624000000,8496000000,4160000000,44011000000,92238000000,57242000000,0.135908132,0.092109543,0.148422487,0.094521824,0.045100718,0.072673911,0.644483363,0.826619965,0.530014124
6,2011,Final,2011-12-31,2012-03-07,HKD,6312000000,9075000000,4951000000,42809000000,94730000000,57873000000,0.134651501,0.095798585,0.156808875,0.11565325,0.05226433,0.085549393,0.618762866,0.889618665,0.545564738
6,2012,Interim,2012-06-30,2012-07-19,HKD,6335000000,9352000000,5049000000,43232000000,97228000000,58352000000,0.134196835,0.096186284,0.160268714,0.11678849,0.051929485,0.086526597,0.607965451,0.897504798,0.529405475
6,2012,Final,2012-12-31,2013-03-06,HKD,6476000000,9729000000,4619000000,43996000000,101646000000,63035000000,0.135481868,0.095714539,0.154342825,0.104986817,0.045442024,0.073276751,0.621795487,0.934133461,0.537362524
6,2013,Interim,2013-06-30,2013-07-24,HKD,6546000000,10168000000,4953000000,43596000000,101786000000,62726000000,0.138765636,0.09989586,0.16210184,0.11361134,0.048660916,0.078962472,0.595090909,0.924363636,0.520456334
6,2013,Final,2013-12-31,2014-02-25,HKD,6057000000,11165000000,6329000000,41714000000,105237000000,69438000000,0.135005889,0.106093864,0.160790921,0.151723642,0.060140445,0.091146058,0.523147348,0.9643289,0.487416032
6,2014,Interim,2014-06-30,2014-07-24,HKD,56858000000,62937000000,4819000000,-2130000000,137782000000,122752000000,-26.47706941,0.456786808,0.512716697,-2.262441315,0.034975541,0.039258016,7.558893911,8.367056634,0.087150643
6,2014,Final,2014-12-31,2015-02-24,HKD,54571000000,61005000000,2070000000,-1876000000,136274000000,123088000000,-29.08282983,0.447664265,0.495621019,-1.103411514,0.015189985,0.016817236,25.60816518,28.62740497,0.093762806
6,2015,Interim,2015-06-30,2015-07-23,HKD,882000000,7698000000,1686000000,-2407000000,134555000000,121472000000,-0.36892332,0.057210806,0.063372629,-0.700457,0.012530192,0.013879742,0.665660377,5.809811321,0.745778124
6,2015,Final,2015-12-31,2016-03-16,HKD,1238000000,7732000000,1869000000,-1713000000,135358000000,123597000000,-0.723738331,0.057122593,0.062558153,-1.091068301,0.013807828,0.015121726,0.94648318,5.911314985,0.745214692
6,2016,Interim,2016-06-30,2016-07-28,HKD,1652000000,7971000000,1830000000,-2278000000,131936000000,120099000000,-0.725379546,0.060415656,0.066370245,-0.80333626,0.013870361,0.015237429,1.260106789,6.080091533,0.72826496
11,2007,Final,2007-12-31,2008-03-03,HKD,14476000000,18242000000,20530000000,nan,745999000000,56456000000,nan,0.024453116,0.323118889,nan,0.027520144,0.363646025,0.405581083,0.511094923,0.660289442
11,2008,Interim,2008-06-30,2008-11-14,HKD,12963000000,18439000000,-36913000000,nan,747916000000,55608000000,nan,0.024653838,0.33158898,nan,-0.049354473,-0.663807366,0.33985266,0.483417665,0.653234991
11,2008,Final,2008-12-31,2009-03-02,HKD,6568000000,14099000000,-87496000000,nan,762168000000,51626000000,nan,0.018498546,0.273098826,nan,-0.114798837,-1.694804943,0.188958255,0.405621566,0.854315909
11,2009,Interim,2009-06-30,2009-08-03,HKD,2556000000,11461000000,60463000000,nan,794395000000,56830000000,nan,0.014427331,0.201671652,nan,0.07611201,1.063927503,0.076779814,0.344277561,1.050955414
11,2009,Final,2009-12-31,2010-03-01,HKD,5582000000,13138000000,65503000000,nan,830668000000,62148000000,nan,0.015816186,0.211398597,nan,0.078855812,1.053984038,0.170099951,0.400353486,0.756736185
11,2010,Interim,2010-06-30,2010-08-02,HKD,6309000000,13676000000,-71035000000,nan,871087000000,64220000000,nan,0.015699924,0.212955466,nan,-0.081547538,-1.106119589,0.191967138,0.416126578,0.726966949
11,2010,Final,2010-12-31,2011-02-28,HKD,8018000000,14917000000,-31013000000,nan,916911000000,70012000000,nan,0.016268755,0.213063475,nan,-0.033823348,-0.44296692,0.232966267,0.433419531,0.6664879
11,2011,Interim,2011-06-30,2011-08-01,HKD,9814000000,16113000000,-6080000000,nan,973421000000,74452000000,nan,0.016552961,0.216421318,nan,-0.006246013,-0.081663354,0.276357288,0.453733949,0.617017315
11,2011,Final,2011-12-31,2012-02-27,HKD,12641000000,16885000000,-19999000000,nan,975665000000,79634000000,nan,0.017306145,0.212032549,nan,-0.020497814,-0.251136449,0.369544245,0.493612419,0.588806633
11,2012,Interim,2012-06-30,2012-07-30,HKD,14305000000,17978000000,-8168000000,nan,1005868000000,84245000000,nan,0.017873121,0.213401389,nan,-0.00812035,-0.096955309,0.404393057,0.508226381,0.553009234
11,2012,Final,2012-12-31,2013-03-04,HKD,16266000000,19327000000,-8264000000,nan,1077096000000,92323000000,nan,0.017943619,0.209341118,nan,-0.007672482,-0.089511823,0.44423203,0.527829364,0.524292441
11,2013,Interim,2013-06-30,2013-08-05,HKD,32238000000,28542000000,-10786000000,nan,1106657000000,102081000000,nan,0.025791189,0.279601493,nan,-0.009746471,-0.105661191,0.867825993,0.768332077,0.355020671
11,2013,Final,2013-12-31,2014-02-24,HKD,26795000000,26678000000,19513000000,nan,1143730000000,107778000000,nan,0.023325435,0.247527325,nan,0.017060845,0.18104808,0.672632794,0.669695753,0.394144988
11,2014,Interim,2014-06-30,2014-08-04,HKD,7972000000,16678000000,11905000000,nan,1195964000000,109501000000,nan,0.013945236,0.152309111,nan,0.009954313,0.108720468,0.193021961,0.403815888,0.63047128
11,2014,Final,2014-12-31,2015-02-23,HKD,3906000000,15131000000,1537000000,nan,1263990000000,139193000000,nan,0.011970823,0.108705179,nan,0.001215991,0.011042222,0.090945074,0.352301567,0.707554028
11,2015,Interim,2015-06-30,2015-08-03,HKD,25067000000,26711000000,47100000000,nan,1331438000000,139474000000,nan,0.020061768,0.191512397,nan,0.035375286,0.337697349,0.542258853,0.577822485,0.400808656
11,2015,Final,2015-12-31,2016-02-22,HKD,28551000000,27494000000,12717000000,nan,1334429000000,141981000000,nan,0.020603569,0.193645629,nan,0.009529919,0.089568323,0.648665228,0.624650687,0.604968357
11,2016,Interim,2016-06-30,2016-08-03,HKD,6904000000,15451000000,-11345000000,nan,1321367000000,136713000000,nan,0.011693193,0.113017782,nan,-0.008585805,-0.082984062,0.167609429,0.375106213,1.076499903
12,2007,Final,2007-06-30,2007-09-17,HKD,5469000000,9818000000,-360000000,83305000000,132897000000,92219000000,0.062034165,0.073876762,0.106463961,-0.004321469,-0.002708865,-0.003903751,0.654499761,1.174964098,0.217661438
12,2008,Final,2008-06-30,2008-09-18,HKD,11146000000,15473000000,-1436000000,102284000000,174878000000,121196000000,0.100306017,0.088478825,0.12766923,-0.014039341,-0.008211439,-0.011848576,0.826119182,1.14682775,0.152653008
12,2009,Interim,2008-12-31,2009-03-19,HKD,2780000000,7455000000,627000000,101380000000,179069000000,120225000000,0.027172909,0.041631997,0.062008734,0.006184652,0.003501444,0.005215221,0.280751363,0.752878206,0.287994634
12,2009,Final,2009-06-30,2009-08-28,HKD,2401000000,5541000000,-587000000,105140000000,182646000000,124396000000,0.020398665,0.030337374,0.044543233,-0.005583032,-0.003213867,-0.004718801,0.283806147,0.654964539,0.232449016
12,2010,Interim,2010-06-30,2010-08-26,HKD,10371000000,12632000000,-13909000000,140709000000,222391000000,139939000000,0.063868648,0.05680086,0.090267902,-0.098849398,-0.062542999,-0.099393307,1.782264994,2.170819728,0.102438252
12,2010,Final,2010-12-31,2011-03-17,HKD,12385000000,15820000000,-17659000000,150260000000,230312000000,159038000000,0.074769033,0.06868943,0.099473082,-0.11752296,-0.076674251,-0.111036356,1.746333897,2.230682459,0.145006321
12,2011,Interim,2011-06-30,2011-08-25,HKD,13044000000,16382000000,-3639000000,157538000000,249992000000,178014000000,0.075637116,0.065530097,0.09202647,-0.023099189,-0.014556466,-0.020442212,0.839490282,1.054318445,0.143755341
12,2011,Final,2011-12-31,2012-03-21,HKD,13515000000,17184000000,-1071000000,165043000000,262470000000,185336000000,0.074907382,0.065470339,0.09271809,-0.006489218,-0.004080466,-0.005778694,0.889847248,1.131419542,0.137860801
