symbol,priceDate,monthEndDate,sharesOutstanding,marketCap
1,1994-12-30,1994-12-31,2197556240,69223.02
1,1995-12-29,1995-12-31,2197556240,103504.9
1,1996-02-16,1996-02-16,2297556240,130960.71
1,1996-12-31,1996-12-31,2297556240,157956.99
1,1997-12-31,1997-12-31,2297556240,116600.98
1,1998-12-31,1998-12-31,2297556240,128088.76
1,1999-12-30,1999-12-31,2297556240,226883.68
1,2000-06-19,2000-06-19,2316164338,202664.38
1,2000-12-29,2000-12-31,2316164338,231037.39
1,2001-12-31,2001-12-31,2316164338,187609.31
1,2002-12-31,2002-12-31,2316164338,117545.34
1,2003-12-31,2003-12-31,2316164338,143023.15
1,2004-12-31,2004-12-31,2316164338,179502.74
1,2005-12-30,2005-12-31,2316164338,184250.88
1,2006-12-29,2006-12-31,2316164338,221772.74
1,2007-01-31,2007-01-31,2316164338,238101.7
1,2007-02-28,2007-02-28,2316164338,221772.74
1,2007-03-30,2007-03-31,2316164338,229068.66
1,2007-04-30,2007-04-30,2316164338,236248.76
1,2007-05-31,2007-05-31,2316164338,234164.21
1,2007-06-29,2007-06-30,2316164338,237175.23
1,2007-07-31,2007-07-31,2316164338,257094.24
1,2007-08-31,2007-08-31,2316164338,265664.04
1,2007-09-28,2007-09-30,2316164338,296932.26
1,2007-10-31,2007-10-31,2316164338,349045.96
1,2007-11-30,2007-11-30,2316164338,338854.85
1,2007-12-31,2007-12-31,2316164338,333990.89
1,2008-01-31,2008-01-31,2316164338,291141.85
1,2008-02-29,2008-02-29,2316164338,275623.56
1,2008-03-31,2008-03-31,2316164338,255936.16
1,2008-04-30,2008-04-30,2316164338,281182.35
1,2008-05-30,2008-05-31,2316164338,277708.11
1,2008-06-30,2008-06-30,2316164338,243428.87
1,2008-07-31,2008-07-31,2316164338,255241.3
1,2008-08-29,2008-08-31,2316164338,259873.63
1,2008-09-30,2008-09-30,2316164338,199769.17
1,2008-10-31,2008-10-31,2316164338,168037.73
1,2008-11-28,2008-11-30,2316164338,169080
1,2008-12-31,2008-12-31,2316164338,169774.85
1,2009-01-30,2009-01-31,2316164338,168848.38
1,2009-02-27,2009-02-28,2316164338,147887.09
1,2009-03-31,2009-03-31,2316164338,154603.97
1,2009-04-30,2009-04-30,2316164338,186914.46
1,2009-05-29,2009-05-31,2316164338,221888.55
1,2009-06-30,2009-06-30,2316164338,206370.24
1,2009-07-31,2009-07-31,2316164338,231848.05
1,2009-08-31,2009-08-31,2316164338,212971.3
1,2009-09-30,2009-09-30,2316164338,227794.76
1,2009-10-30,2009-10-31,2316164338,232311.29
1,2009-11-30,2009-11-30,2316164338,225594.41
1,2009-12-31,2009-12-31,2316164338,232311.29
1,2010-01-29,2010-01-31,2316164338,213202.93
1,2010-02-26,2010-02-28,2316164338,219340.76
1,2010-03-31,2010-03-31,2316164338,231616.43
1,2010-04-30,2010-04-30,2316164338,224783.76
1,2010-05-31,2010-05-31,2316164338,205443.77
1,2010-06-30,2010-06-30,2316164338,209381.26
1,2010-07-30,2010-07-31,2316164338,217372.02
1,2010-08-31,2010-08-31,2316164338,226752.49
1,2010-09-30,2010-09-30,2316164338,272380.92
1,2010-10-29,2010-10-31,2316164338,273307.39
1,2010-11-30,2010-11-30,2316164338,265895.67
1,2010-12-31,2010-12-31,2316164338,277708.11
1,2011-01-31,2011-01-31,2316164338,297858.75
1,2011-02-28,2011-02-28,2316164338,280719.11
1,2011-03-31,2011-03-31,2316164338,293689.65
1,2011-04-29,2011-04-30,2316164338,283035.28
1,2011-05-31,2011-05-31,2316164338,281877.19
1,2011-06-30,2011-06-30,2316164338,263579.51
1,2011-07-29,2011-07-31,2316164338,275855.17
1,2011-08-31,2011-08-31,2316164338,253156.77
1,2011-09-30,2011-09-30,2316164338,198263.66
1,2011-10-31,2011-10-31,2316164338,226520.88
1,2011-11-30,2011-11-30,2316164338,198147.87
1,2011-12-30,2011-12-31,2316164338,214013.59
1,2012-01-31,2012-01-31,2316164338,241807.56
1,2012-02-29,2012-02-29,2316164338,262653.04
1,2012-03-30,2012-03-31,2316164338,232311.29
1,2012-04-30,2012-04-30,2316164338,239028.15
1,2012-05-31,2012-05-31,2316164338,207296.71
1,2012-06-29,2012-06-30,2316164338,219109.14
1,2012-07-31,2012-07-31,2316164338,236480.38
1,2012-08-31,2012-08-31,2316164338,244355.34
1,2012-09-28,2012-09-30,2316164338,263347.88
1,2012-10-31,2012-10-31,2316164338,265200.82
1,2012-11-30,2012-11-30,2316164338,274002.25
1,2012-12-31,2012-12-31,2316164338,275623.56
1,2013-01-31,2013-01-31,2316164338,294616.1
1,2013-02-28,2013-02-28,2316164338,279329.42
1,2013-03-28,2013-03-31,2316164338,265432.43
1,2013-04-30,2013-04-30,2316164338,270528
1,2013-05-31,2013-05-31,2316164338,254314.85
1,2013-06-28,2013-06-30,2316164338,243660.48
1,2013-07-31,2013-07-31,2316164338,252461.91
1,2013-08-30,2013-08-31,2316164338,256399.39
1,2013-09-30,2013-09-30,2316164338,273539
1,2013-10-31,2013-10-31,2316164338,280719.11
1,2013-11-29,2013-11-30,2316164338,283961.74
1,2013-12-31,2013-12-31,2316164338,283498.52
1,2014-01-30,2014-01-31,2316164338,266127.29
1,2014-02-28,2014-02-28,2316164338,281645.58
1,2014-03-31,2014-03-31,2316164338,297858.75
1,2014-04-30,2014-04-30,2316164338,305733.69
1,2014-05-30,2014-05-31,2316164338,320788.76
1,2014-06-30,2014-06-30,2316164338,318472.6
1,2014-07-31,2014-07-31,2316164338,349045.96
1,2014-08-29,2014-08-31,2316164338,327274.03
1,2014-09-30,2014-09-30,2316164338,296237.42
1,2014-10-31,2014-10-31,2316164338,318704.23
1,2014-11-28,2014-11-30,2316164338,329590.19
1,2014-12-31,2014-12-31,2316164338,301796.22
1,2015-01-30,2015-01-31,2316164338,343950.4
1,2015-02-27,2015-02-28,2316164338,355531.23
1,2015-03-18,2015-03-18,2316164338,350898.9
1,2015-03-31,2015-03-31,2316164338,367806.9
1,2015-04-30,2015-04-30,2316164338,390273.69
1,2015-06-03,2015-06-03,3859678500,455442.06
1,2015-06-30,2015-06-30,3859678500,439617.39
1,2015-07-31,2015-07-31,3859678500,444248.99
1,2015-08-31,2015-08-31,3859678500,398704.8
1,2015-09-30,2015-09-30,3859678500,386739.77
1,2015-10-30,2015-10-31,3859678500,411055.76
1,2015-11-30,2015-11-30,3859678500,392529.29
1,2015-12-31,2015-12-31,3859678500,403722.37
1,2016-01-29,2016-01-31,3859678500,371880.02
1,2016-02-29,2016-02-29,3859678500,362616.78
1,2016-03-31,2016-03-31,3859678500,388669.61
1,2016-04-29,2016-04-30,3859678500,358950.1
1,2016-05-31,2016-05-31,3859678500,348142.99
1,2016-06-30,2016-06-30,3859678500,326335.83
1,2016-07-29,2016-07-31,3859678500,350458.82
1,2016-08-31,2016-08-31,3859678500,384809.93
1,2016-09-30,2016-09-30,3859678500,380564.29
2,2003-12-31,2003-12-31,2408245900,89105.1
2,2004-12-31,2004-12-31,2408245900,107648.59
2,2006-12-29,2006-12-31,2408245900,138474.14
2,2007-01-31,2007-01-31,2408245900,140400.73
2,2007-02-28,2007-02-28,2408245900,137872.08
2,2007-03-30,2007-03-31,2408245900,137390.43
2,2007-04-30,2007-04-30,2408245900,138353.73
2,2007-05-31,2007-05-31,2408245900,132573.93
2,2007-06-29,2007-06-30,2408245900,126312.5
2,2007-07-31,2007-07-31,2408245900,127516.62
2,2007-08-31,2007-08-31,2408245900,129443.22
2,2007-09-28,2007-09-30,2408245900,129563.63
2,2007-10-31,2007-10-31,2408245900,125469.61
2,2007-11-30,2007-11-30,2408245900,127034.97
2,2007-12-31,2007-12-31,2408245900,128239.09
2,2008-01-31,2008-01-31,2408245900,148588.77
2,2008-02-29,2008-02-29,2408245900,148107.12
2,2008-03-31,2008-03-31,2408245900,154248.16
2,2008-04-30,2008-04-30,2408245900,148829.59
2,2008-05-30,2008-05-31,2408245900,169781.34
2,2008-06-30,2008-06-30,2408245900,160870.83
2,2008-07-31,2008-07-31,2408245900,154368.56
2,2008-08-29,2008-08-31,2408245900,152923.61
2,2008-09-30,2008-09-30,2408245900,150154.13
2,2008-10-31,2008-10-31,2406143400,125119.46
2,2008-11-28,2008-11-30,2406143400,132337.89
2,2008-12-31,2008-12-31,2406143400,126563.14
2,2009-01-30,2009-01-31,2406143400,126924.06
2,2009-02-27,2009-02-28,2406143400,138473.55
2,2009-03-31,2009-03-31,2406143400,128127.14
2,2009-04-30,2009-04-30,2406143400,126081.92
2,2009-05-29,2009-05-31,2406143400,125480.38
2,2009-06-30,2009-06-30,2406143400,123675.77
2,2009-07-31,2009-07-31,2406143400,126803.76
2,2009-08-31,2009-08-31,2406143400,124878.85
2,2009-09-30,2009-09-30,2406143400,126563.14
2,2009-10-30,2009-10-31,2406143400,125360.07
2,2009-11-30,2009-11-30,2406143400,126442.83
2,2009-12-31,2009-12-31,2406143400,126202.22
2,2010-01-29,2010-01-31,2406143400,126322.53
2,2010-02-26,2010-02-28,2406143400,129089.6
2,2010-03-31,2010-03-31,2406143400,133540.96
2,2010-04-30,2010-04-30,2406143400,131134.82
2,2010-05-31,2010-05-31,2406143400,131976.96
2,2010-06-30,2010-06-30,2406143400,135826.8
2,2010-07-30,2010-07-31,2406143400,137992.32
2,2010-08-31,2010-08-31,2406143400,143285.84
2,2010-09-30,2010-09-30,2406143400,149060.59
2,2010-10-29,2010-10-31,2406143400,151587.03
2,2010-11-30,2010-11-30,2406143400,153752.57
2,2010-12-31,2010-12-31,2406143400,151827.64
2,2011-01-31,2011-01-31,2406143400,152188.57
2,2011-02-28,2011-02-28,2406143400,152669.8
2,2011-03-31,2011-03-31,2406143400,151346.42
2,2011-04-29,2011-04-30,2406143400,153752.57
2,2011-05-31,2011-05-31,2406143400,159767.93
2,2011-06-30,2011-06-30,2406143400,165903.58
2,2011-07-29,2011-07-31,2406143400,173242.32
2,2011-08-31,2011-08-31,2406143400,173603.25
2,2011-09-30,2011-09-30,2406143400,169753.42
2,2011-10-31,2011-10-31,2406143400,167347.28
2,2011-11-30,2011-11-30,2406143400,164219.29
2,2011-12-30,2011-12-31,2406143400,158925.78
2,2012-01-31,2012-01-31,2406143400,152790.11
2,2012-02-29,2012-02-29,2406143400,164820.82
2,2012-03-30,2012-03-31,2406143400,161211.61
2,2012-04-30,2012-04-30,2406143400,159888.22
2,2012-05-31,2012-05-31,2406143400,152068.26
2,2012-06-29,2012-06-30,2406143400,158203.93
2,2012-07-31,2012-07-31,2406143400,161211.61
2,2012-08-31,2012-08-31,2406143400,155557.17
2,2012-09-28,2012-09-30,2406143400,158564.85
2,2012-10-31,2012-10-31,2406143400,159046.08
2,2012-11-30,2012-11-30,2406143400,163497.44
2,2012-12-20,2012-12-20,2526450570,161945.48
2,2012-12-31,2012-12-31,2526450570,163840.32
2,2013-01-31,2013-01-31,2526450570,166619.41
2,2013-02-28,2013-02-28,2526450570,168640.58
2,2013-03-28,2013-03-31,2526450570,171798.64
2,2013-04-30,2013-04-30,2526450570,172809.22
2,2013-05-31,2013-05-31,2526450570,165608.84
2,2013-06-28,2013-06-30,2526450570,158534.77
2,2013-07-31,2013-07-31,2526450570,162450.78
2,2013-08-30,2013-08-31,2526450570,156639.94
2,2013-09-30,2013-09-30,2526450570,159545.36
2,2013-10-31,2013-10-31,2526450570,157650.52
2,2013-11-29,2013-11-30,2526450570,160555.93
2,2013-12-31,2013-12-31,2526450570,154871.42
2,2014-01-30,2014-01-31,2526450570,148050
2,2014-02-28,2014-02-28,2526450570,152976.58
2,2014-03-31,2014-03-31,2526450570,147797.36
2,2014-04-30,2014-04-30,2526450570,156639.94
2,2014-05-30,2014-05-31,2526450570,161187.54
2,2014-06-30,2014-06-30,2526450570,160682.25
2,2014-07-31,2014-07-31,2526450570,163082.39
2,2014-08-29,2014-08-31,2526450570,165735.15
2,2014-09-30,2014-09-30,2526450570,157524.19
2,2014-10-31,2014-10-31,2526450570,168640.58
2,2014-11-28,2014-11-30,2526450570,170409.08
2,2014-12-31,2014-12-31,2526450570,169903.8
2,2015-01-30,2015-01-31,2526450570,174830.37
2,2015-02-27,2015-02-28,2526450570,176219.93
2,2015-03-31,2015-03-31,2526450570,171167.03
2,2015-04-30,2015-04-30,2526450570,171672.31
2,2015-05-29,2015-05-31,2526450570,171293.36
2,2015-06-30,2015-06-30,2526450570,166493.1
2,2015-07-31,2015-07-31,2526450570,166366.77
2,2015-08-31,2015-08-31,2526450570,162071.81
2,2015-09-30,2015-09-30,2526450570,167124.71
2,2015-10-30,2015-10-31,2526450570,170535.41
2,2015-11-30,2015-11-30,2526450570,163714
2,2015-12-31,2015-12-31,2526450570,166366.77
2,2016-01-29,2016-01-31,2526450570,164471.93
2,2016-02-29,2016-02-29,2526450570,171293.36
2,2016-03-31,2016-03-31,2526450570,177230.51
2,2016-04-29,2016-04-30,2526450570,181272.83
2,2016-05-31,2016-05-31,2526450570,185188.83
2,2016-06-30,2016-06-30,2526450570,199589.6
2,2016-07-29,2016-07-31,2526450570,204137.21
2,2016-08-31,2016-08-31,2526450570,200979.15
2,2016-09-30,2016-09-30,2526450570,202495.02
3,2003-12-31,2003-12-31,5643651988,66877.28
3,2004-12-31,2004-12-31,5614769988,90117.05
3,2006-12-29,2006-12-31,5508759988,96403.3
3,2007-01-31,2007-01-31,5508759988,95521.9
3,2007-02-28,2007-02-28,5508759988,93979.44
3,2007-03-30,2007-03-31,5508759988,96182.94
3,2007-05-08,2007-05-08,6059635986,104710.51
3,2007-05-31,2007-05-31,6059635986,99014.45
3,2007-06-29,2007-06-30,6059635986,99862.8
3,2007-07-31,2007-07-31,6059635986,110770.15
3,2007-08-31,2007-08-31,6059635986,109073.45
3,2007-09-28,2007-09-30,6059635986,109679.41
3,2007-10-31,2007-10-31,6059635986,125737.45
3,2007-11-30,2007-11-30,6059635986,139371.63
3,2007-12-31,2007-12-31,6059635986,144825.3
3,2008-01-31,2008-01-31,6059635986,129070.24
3,2008-02-29,2008-02-29,6059635986,139371.63
3,2008-03-31,2008-03-31,6059635986,141795.48
3,2008-05-05,2008-05-05,6665599584,138977.75
3,2008-06-30,2008-06-30,6665599584,123580.22
3,2008-07-31,2008-07-31,6665599584,115048.25
3,2008-08-29,2008-08-31,6665599584,117447.87
3,2008-09-30,2008-09-30,6665599584,117047.93
3,2008-10-31,2008-10-31,6665599584,89185.72
3,2008-11-28,2008-11-30,6665599584,91985.28
3,2008-12-31,2008-12-31,6665599584,77987.51
3,2009-01-30,2009-01-31,6665599584,84919.74
3,2009-02-27,2009-02-28,6665599584,78654.08
3,2009-03-31,2009-03-31,6658514584,81367.05
3,2009-04-02,2009-04-02,6656629584,82009.67
3,2009-04-06,2009-04-06,6654632584,84513.83
3,2009-04-07,2009-04-07,6653586584,86363.55
3,2009-04-15,2009-04-15,6650609584,90315.28
3,2009-04-24,2009-04-24,6635054584,94350.48
3,2009-05-04,2009-05-04,6618498584,97291.93
3,2009-05-05,2009-05-05,6604981584,97753.73
3,2009-06-03,2009-06-03,6583588584,100992.25
3,2009-06-12,2009-06-12,6582662584,104137.72
3,2009-06-16,2009-06-16,6579282584,103557.91
3,2009-07-02,2009-07-02,6561160584,105109.8
3,2009-07-06,2009-07-06,6560232584,104570.1
3,2009-07-22,2009-07-22,6553771584,109316.91
3,2009-07-31,2009-07-31,6553501584,113637.72
3,2009-08-28,2009-08-28,6551016584,112677.49
3,2009-09-08,2009-09-08,6549976584,123663.55
3,2009-09-10,2009-09-10,6546847584,126354.15
3,2009-09-16,2009-09-16,6546407584,127524.02
3,2009-09-18,2009-09-18,6545257584,125407.13
3,2009-09-23,2009-09-23,6543299584,127070.88
3,2009-09-24,2009-09-24,6537183584,124206.49
3,2009-09-30,2009-09-30,6532706584,127910.39
3,2009-10-30,2009-10-31,6529383584,122491.24
3,2009-11-30,2009-11-30,6529383584,120140.66
3,2009-12-31,2009-12-31,6529383584,127322.98
3,2010-01-29,2010-01-31,6529383584,110868.93
3,2010-02-26,2010-02-28,6529383584,114133.62
3,2010-03-31,2010-03-31,6529383584,126408.87
3,2010-04-30,2010-04-30,6529383584,124058.29
3,2010-05-14,2010-05-14,7182321942,127270.74
3,2010-05-31,2010-05-31,7182321942,123535.94
3,2010-06-30,2010-06-30,7182321942,138906.11
3,2010-07-30,2010-07-31,7182321942,139337.04
3,2010-08-31,2010-08-31,7182321942,134740.36
3,2010-09-30,2010-09-30,7182321942,141060.8
3,2010-10-29,2010-10-31,7182321942,134165.78
3,2010-11-30,2010-11-30,7182321942,136176.82
3,2010-12-31,2010-12-31,7182321942,131580.14
3,2011-01-31,2011-01-31,7182321942,126696.15
3,2011-02-28,2011-02-28,7182321942,125259.7
3,2011-03-31,2011-03-31,7182321942,134022.13
3,2011-04-29,2011-04-30,7182321942,138475.17
3,2011-05-23,2011-05-23,7900554136,136205.55
3,2011-05-31,2011-05-31,7900554136,141893.95
3,2011-06-07,2011-06-07,7900554136,138891.74
3,2011-06-30,2011-06-30,7900554136,139681.8
3,2011-07-29,2011-07-31,7900554136,150742.57
3,2011-08-31,2011-08-31,7900554136,144738.15
3,2011-09-30,2011-09-30,7900554136,139207.77
3,2011-10-31,2011-10-31,7900554136,139365.77
3,2011-11-30,2011-11-30,7900554136,140313.84
3,2011-12-30,2011-12-31,7900554136,142209.97
3,2012-01-31,2012-01-31,7900554136,145370.19
3,2012-02-29,2012-02-29,7900554136,156430.97
3,2012-03-30,2012-03-31,7900554136,157221.02
3,2012-04-30,2012-04-30,7900554136,156747
3,2012-06-07,2012-06-07,8690609549,143568.87
3,2012-06-21,2012-06-21,8690609549,142525.99
3,2012-06-29,2012-06-30,8690609549,142699.81
3,2012-07-31,2012-07-31,8690609549,156083.34
3,2012-08-31,2012-08-31,8690609549,158864.35
3,2012-09-28,2012-09-30,8690609549,170857.38
3,2012-10-31,2012-10-31,8690609549,179026.56
3,2012-11-30,2012-11-30,8690609549,182502.8
3,2012-12-31,2012-12-31,8690609549,183806.39
3,2013-01-31,2013-01-31,8690609549,191193.41
3,2013-02-28,2013-02-28,8690609549,188586.23
3,2013-03-28,2013-03-31,8690609549,196842.3
3,2013-04-30,2013-04-30,8690609549,202925.74
3,2013-06-07,2013-06-07,9559670503,181442.54
3,2013-06-24,2013-06-24,9559670503,176089.13
3,2013-06-28,2013-06-30,9559670503,181251.34
3,2013-07-31,2013-07-31,9559670503,190046.24
3,2013-08-30,2013-08-31,9559670503,171309.3
3,2013-09-30,2013-09-30,9559670503,178383.45
3,2013-10-31,2013-10-31,9559670503,173221.24
3,2013-11-29,2013-11-30,9559670503,174750.78
3,2013-12-31,2013-12-31,9559670503,169970.95
3,2014-01-30,2014-01-31,9559670503,152763.53
3,2014-02-28,2014-02-28,9559670503,159837.68
3,2014-03-31,2014-03-31,9559670503,161749.63
3,2014-04-30,2014-04-30,9559670503,170926.9
3,2014-06-06,2014-06-06,10515637553,177293.66
3,2014-06-20,2014-06-20,10515637553,176242.09
3,2014-06-30,2014-06-30,10515637553,178345.2
3,2014-07-31,2014-07-31,10515637553,178345.2
3,2014-08-29,2014-08-31,10515637553,184864.91
3,2014-09-30,2014-09-30,10515637553,177083.34
3,2014-10-31,2014-10-31,10512089553,190268.82
3,2014-11-28,2014-11-30,10512089553,193212.2
3,2014-12-31,2014-12-31,10512089553,186694.71
3,2015-01-30,2015-01-31,10512089553,187115.19
3,2015-02-27,2015-02-28,10512089553,183961.57
3,2015-03-31,2015-03-31,10512089553,188586.89
3,2015-04-30,2015-04-30,10512089553,194473.66
3,2015-06-03,2015-06-03,11563298508,193800.89
3,2015-06-17,2015-06-17,11563298508,183393.91
3,2015-06-30,2015-06-30,11563298508,188019.24
3,2015-07-31,2015-07-31,11561937508,182909.85
3,2015-08-31,2015-08-31,11561937508,169035.53
3,2015-09-30,2015-09-30,11561937508,167879.34
3,2015-10-30,2015-10-31,11561937508,181984.89
3,2015-11-30,2015-11-30,11560947508,175957.62
3,2015-12-31,2015-12-31,11560947508,175726.4
3,2016-01-29,2016-01-31,11560947508,157460.1
3,2016-02-29,2016-02-29,11560947508,158153.77
3,2016-03-31,2016-03-31,11560947508,167633.74
3,2016-04-29,2016-04-30,11560947508,167402.51
3,2016-06-10,2016-06-10,12717042258,177529.91
3,2016-06-24,2016-06-24,12717042258,170662.71
3,2016-06-30,2016-06-30,12717042258,179818.98
3,2016-07-29,2016-07-31,12717042258,183125.4
3,2016-08-31,2016-08-31,12717042258,188212.23
3,2016-09-30,2016-09-30,12717042258,186177.5
4,2003-12-31,2003-12-31,2447000000,52610.5
4,2004-12-31,2004-12-31,2447000000,66558.4
4,2006-12-29,2006-12-31,2447876629,70376.45
4,2007-01-31,2007-01-31,2447876629,70498.85
4,2007-02-28,2007-02-28,2447876629,67806.18
4,2007-03-30,2007-03-31,2447876629,70988.42
4,2007-04-30,2007-04-30,2447876629,70988.42
4,2007-05-31,2007-05-31,2447876629,77230.51
4,2007-06-29,2007-06-30,2447876629,76496.14
4,2007-07-31,2007-07-31,2447876629,80167.96
4,2007-08-31,2007-08-31,2447876629,78576.84
4,2007-09-28,2007-09-30,2447876629,93508.89
4,2007-10-31,2007-10-31,2447876629,113336.69
4,2007-12-13,2007-12-13,2753861207,119792.96
4,2007-12-31,2007-12-31,2753861207,112495.23
4,2008-01-31,2008-01-31,2753861207,114285.24
4,2008-02-29,2008-02-29,2753861207,111393.69
4,2008-03-31,2008-03-31,2753861207,100929.02
4,2008-04-30,2008-04-30,2753861207,108915.21
4,2008-05-30,2008-05-31,2753861207,107400.59
4,2008-06-30,2008-06-30,2753861207,89913.57
4,2008-07-31,2008-07-31,2753861207,96109.76
4,2008-08-29,2008-08-31,2753861207,78485.04
4,2008-09-30,2008-09-30,2753861207,59896.48
4,2008-10-31,2008-10-31,2753861207,41307.92
4,2008-11-28,2008-11-30,2753861207,50671.05
4,2008-12-31,2008-12-31,2753861207,58519.55
4,2009-01-30,2009-01-31,2753861207,53700.29
4,2009-02-27,2009-02-28,2753861207,45383.63
4,2009-03-31,2009-03-31,2753861207,52984.29
4,2009-04-30,2009-04-30,2753861207,70911.93
4,2009-05-29,2009-05-31,2753861207,88398.94
4,2009-06-30,2009-06-30,2753861207,90464.34
4,2009-07-31,2009-07-31,2753861207,100378.24
4,2009-08-31,2009-08-31,2753861207,95696.68
4,2009-09-30,2009-09-30,2753861207,113321.39
4,2009-10-30,2009-10-31,2753861207,117727.57
4,2009-11-30,2009-11-30,2753861207,115111.4
4,2009-12-31,2009-12-31,2753861207,123235.29
4,2010-01-29,2010-01-31,2753861207,106299.04
4,2010-02-26,2010-02-28,2753861207,110154.45
4,2010-03-31,2010-03-31,2753861207,120481.43
4,2010-04-30,2010-04-30,2753861207,117452.18
4,2010-05-31,2010-05-31,2753861207,106849.81
4,2010-06-30,2010-06-30,2753861207,105059.81
4,2010-07-30,2010-07-31,2753861207,117039.1
4,2010-08-31,2010-08-31,2753861207,115249.09
4,2010-09-30,2010-09-30,2753861207,137417.68
4,2010-10-29,2010-10-31,2753861207,140171.54
4,2010-11-30,2010-11-30,2753861207,143751.56
4,2010-12-31,2010-12-31,2753861207,164680.9
4,2011-01-31,2011-01-31,2753861207,162202.43
4,2011-02-21,2011-02-21,3029247327,158884.02
4,2011-02-28,2011-02-28,3029247327,154643.07
4,2011-03-18,2011-03-18,3029247327,147069.96
4,2011-03-31,2011-03-31,3029247327,162519.12
4,2011-04-29,2011-04-30,3029247327,172061.25
4,2011-05-31,2011-05-31,3029247327,173424.41
4,2011-06-30,2011-06-30,3029247327,163730.82
4,2011-07-29,2011-07-31,3029247327,173727.33
4,2011-08-31,2011-08-31,3029247327,150250.66
4,2011-09-30,2011-09-30,3029247327,117837.73
4,2011-10-31,2011-10-31,3029247327,127228.39
4,2011-11-30,2011-11-30,3029247327,110718.99
4,2011-12-30,2011-12-31,3029247327,106326.58
4,2012-01-31,2012-01-31,3029247327,133589.8
4,2012-02-29,2012-02-29,3029247327,147069.96
4,2012-03-30,2012-03-31,3029247327,127834.24
4,2012-04-30,2012-04-30,3029247327,140254.15
4,2012-05-31,2012-05-31,3029247327,122835.98
4,2012-06-29,2012-06-30,3029247327,128894.47
4,2012-07-31,2012-07-31,3029247327,136316.13
4,2012-08-31,2012-08-31,3029247327,144646.56
4,2012-09-28,2012-09-30,3029247327,163124.96
4,2012-10-31,2012-10-31,3029247327,160701.57
4,2012-11-30,2012-11-30,3029247327,180694.61
4,2012-12-31,2012-12-31,3029247327,183572.38
4,2013-01-31,2013-01-31,3029247327,207503.44
4,2013-02-28,2013-02-28,3029247327,205382.98
4,2013-03-28,2013-03-31,3029247327,209623.91
4,2013-04-30,2013-04-30,3029247327,209775.38
4,2013-05-16,2013-05-16,3029547327,227216.05
4,2013-05-20,2013-05-20,3029727327,228895.91
4,2013-05-31,2013-05-31,3029727327,209354.15
4,2013-06-28,2013-06-30,3029727327,197538.21
4,2013-07-31,2013-07-31,3029727327,202234.3
4,2013-08-30,2013-08-31,3029727327,193145.12
4,2013-09-26,2013-09-26,3030027327,208465.89
4,2013-09-30,2013-09-30,3030027327,203617.83
4,2013-10-31,2013-10-31,3030027327,197860.79
4,2013-11-29,2013-11-30,3030127327,195291.7
4,2013-12-31,2013-12-31,3030127327,179686.55
4,2014-01-30,2014-01-31,3030127327,160596.75
4,2014-02-28,2014-02-28,3030127327,164081.4
4,2014-03-31,2014-03-31,3030127327,150294.31
4,2014-04-30,2014-04-30,3030127327,164384.41
4,2014-05-30,2014-05-31,3030127327,166353.99
4,2014-06-30,2014-06-30,3030127327,169081.1
4,2014-07-31,2014-07-31,3030127327,188473.92
4,2014-08-29,2014-08-31,3030127327,183625.71
4,2014-09-30,2014-09-30,3030127327,167263.03
4,2014-10-31,2014-10-31,3030127327,173626.29
4,2014-11-28,2014-11-30,3030127327,169535.63
4,2014-12-31,2014-12-31,3030127327,169687.13
4,2015-01-30,2015-01-31,3031027327,190954.72
4,2015-02-27,2015-02-28,3031027327,171404.59
4,2015-03-31,2015-03-31,3031027327,164130.13
4,2015-04-30,2015-04-30,3031027327,169889.08
4,2015-05-29,2015-05-31,3031027327,162159.96
4,2015-06-30,2015-06-30,3031027327,156401.01
4,2015-07-31,2015-07-31,3031027327,149126.55
4,2015-08-31,2015-08-31,3031027327,132607.45
4,2015-09-30,2015-09-30,3031027327,131849.69
4,2015-10-30,2015-10-31,3031027327,140488.11
4,2015-11-30,2015-11-30,3031027327,134880.72
4,2015-12-31,2015-12-31,3031027327,130334.18
4,2016-01-29,2016-01-31,3031027327,109116.98
4,2016-02-29,2016-02-29,3031027327,118361.61
4,2016-03-31,2016-03-31,3031027327,128515.56
4,2016-04-29,2016-04-30,3031027327,127606.25
4,2016-05-31,2016-05-31,3031027327,127454.7
4,2016-06-30,2016-06-30,3031027327,142306.74
4,2016-07-29,2016-07-31,3031027327,162008.41
4,2016-08-25,2016-08-25,3031627327,168861.64
4,2016-08-31,2016-08-31,3031627327,166133.18
4,2016-09-12,2016-09-12,3031827327,168418.01
4,2016-09-30,2016-09-30,3031827327,171146.65
5,1994-12-30,1994-12-31,2605770745,217581.86
5,1995-12-29,1995-12-31,2634889301,308282.05
5,1996-12-31,1996-12-31,2661185459,440426.19
5,1997-12-31,1997-12-31,2675742919,511066.9
5,1998-12-31,1998-12-31,2699057988,520918.19
5,1999-12-30,1999-12-31,8458101569,921933.07
5,2000-12-29,2000-12-31,9268200364,1070477.14
5,2001-12-31,2001-12-31,9354627521,853609.76
5,2002-12-31,2002-12-31,9480820796,808239.97
5,2003-12-31,2003-12-31,10960018480,1342602.26
5,2004-05-28,2004-05-28,11024056367,1273278.51
5,2004-12-31,2004-12-31,11172075550,1485886.05
5,2005-05-27,2005-05-27,11219345624,1385589.18
