atDate,settleDate,susp,closing,bid,ask,low,high,vol,turn,VWAP,adjClose,adjBid,adjAsk,adjLow,adjHigh,adjVol,adjVWAP,totalRet
2016-10-19,2016-10-21,0,14.68,14.64,14.68,14.54,14.94,5465733,80490120,14.72631759,14.68,14.64,14.68,14.54,14.94,5465733,14.72632,-0.00677
2016-10-18,2016-10-20,0,14.78,14.78,14.8,14.46,14.98,6285995,93009792,14.79635157,14.78,14.78,14.8,14.46,14.98,6285995,14.79635,0.02355
2016-10-17,2016-10-19,0,14.44,14.42,14.44,14.26,14.7,7816565,113502784,14.52080089,14.44,14.42,14.44,14.26,14.7,7816565,14.5208,-0.02695
2016-10-14,2016-10-18,0,14.84,14.84,14.86,14.4,14.88,9275216,136147616,14.67864641,14.84,14.84,14.86,14.4,14.88,9275216,14.67865,0.0027
2016-10-13,2016-10-17,0,14.8,14.76,14.8,14.58,14.92,7898654,116138623,14.70359671,14.8,14.76,14.8,14.58,14.92,7898654,14.7036,-0.00538
2016-10-12,2016-10-14,0,14.88,14.8,14.88,14.5,14.88,4631885,68158071,14.71497479,14.88,14.8,14.88,14.5,14.88,4631885,14.71497,0.0027
2016-10-11,2016-10-13,0,14.84,14.8,14.84,14.64,15.08,6260780,92869376,14.83351531,14.84,14.8,14.84,14.64,15.08,6260780,14.83352,-0.00269
2016-10-07,2016-10-12,0,14.88,14.88,14.9,14.7,15.06,6304155,93542283,14.83819529,14.88,14.88,14.9,14.7,15.06,6304155,14.8382,-0.01587
2016-10-06,2016-10-11,0,15.12,15.08,15.12,14.78,15.16,10788822,161460126,14.96550096,15.12,15.08,15.12,14.78,15.16,10788822,14.9655,0.01477
2016-10-05,2016-10-07,0,14.9,14.86,14.9,14.54,14.96,5632933,83398879,14.80558689,14.9,14.86,14.9,14.54,14.96,5632933,14.80559,0.0054
2016-10-04,2016-10-06,0,14.82,14.8,14.82,14.58,14.9,4133068,60933680,14.74296576,14.82,14.8,14.82,14.58,14.9,4133068,14.74297,-0.00135
2016-10-03,2016-10-05,0,14.84,14.8,14.84,14.68,14.94,4744819,70252017,14.80604782,14.84,14.8,14.84,14.68,14.94,4744819,14.80605,0.03056
2016-09-30,2016-10-04,0,14.4,14.4,14.44,14.36,14.64,10628410,153514755,14.44381192,14.4,14.4,14.44,14.36,14.64,10628410,14.44381,-0.03356
2016-09-29,2016-10-03,0,14.9,14.84,14.9,14.66,14.94,10625200,157435385,14.81716909,14.9,14.84,14.9,14.66,14.94,10625200,14.81717,0.01776
2016-09-28,2016-09-30,0,14.64,14.62,14.64,14.3,14.72,9003547,131059163,14.55639239,14.64,14.62,14.64,14.3,14.72,9003547,14.55639,0.00274
2016-09-27,2016-09-29,0,14.6,14.58,14.6,14.24,14.64,10563362,153090605,14.49260236,14.6,14.58,14.6,14.24,14.64,10563362,14.4926,0.00413
2016-09-26,2016-09-28,0,14.54,14.52,14.54,14.2,14.54,11164305,160679963,14.39229428,14.54,14.52,14.54,14.2,14.54,11164305,14.39229,0.00276
2016-09-23,2016-09-27,0,14.5,14.44,14.5,14.28,14.6,12821000,185084987,14.43608041,14.5,14.44,14.5,14.28,14.6,12821000,14.43608,0.01257
2016-09-22,2016-09-26,0,14.32,14.3,14.32,14.06,14.36,31425972,445165296,14.16552194,14.32,14.3,14.32,14.06,14.36,31425972,14.16552,0.02579
2016-09-21,2016-09-23,0,13.96,13.94,13.96,13.9,14.18,17054024,238843729,14.00512448,13.96,13.94,13.96,13.9,14.18,17054024,14.00512,-0.0057
